input,name,quantity,unit,preparation,comment
1/4 teaspoon freshly ground black pepper,black pepper,0.25,teaspoon,freshly ground ,
1/2 cup toasted pine nuts,pine nuts,0.5,cup,toasted,
1/2 cup shelled unsalted pistachio nuts,unsalted pistachio nuts,0.5,cup,shelled,
9 medium-size tart apples,tart apples,9,medium-size,,
2 cups apple cider,apple cider,2,cup,,
1 pound plus 1 tablespoon unsalted butter,unsalted butter,1,pound,,plus 1 tablespoon
"4 17-ounce cans corn niblets, drained if necessary",corn niblets,4 17,can ounce,drained if necessary,
1/2 cup flour,flour,0.5,cup,,
1 1/2 cups cornmeal,cornmeal,1.5,cup,,
3 cups whole milk,whole milk,3,cup,,
3 eggs,eggs,3,,,
3/4 cup minced onion,onion,0.75,cup,minced,
"1 medium-size red bell pepper, cored, seeded and chopped",red bell pepper,1,medium-size,"cored, seeded and chopped",
1 tablespoon corn oil,corn oil,1,tablespoon,,
1 1/2 pounds ground beef,ground beef,1.5,pound,,
1 tablespoon olive oil,olive oil,1,tablespoon,,
"2 cloves garlic, peeled and minced",garlic,2,clove,peeled and minced,
"2 medium jalapeno peppers, seeded and minced",jalapeno peppers,2,medium,seeded and minced,
1 cup white wine,white wine,1,cup,,
1 1/2 cups unsweetened coconut milk,unsweetened coconut milk,1.5,cup,,
1 tablespoon finely minced fresh ginger,fresh ginger,1,tablespoon,finely minced,
1 tablespoon butter,butter,1,tablespoon,,
1/2 pound ground pork,ground pork,0.5,pound,,
"1 medium-size onion, minced",onion,1,medium-size,minced,
1 cup vegetable oil (optional),vegetable oil,1,cup,,(optional)
1 teaspoon salt,salt,1,teaspoon,,
1/4 teaspoon white pepper,white pepper,0.25,teaspoon,,
1/8 teaspoon cayenne pepper,cayenne pepper,0.125,teaspoon,,
"Leaves from one bunch of celery, about 1/2 cup, for garnish (optional)",celery,1 0.5,bunch cup,,"Leaves from of, about, for garnish (optional)"
1 quart milk,milk,1,quart,,
1/2 cup heavy cream,heavy cream,0.5,cup,,
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,
"24 chestnuts, blanched and peeled, or two 12-ounce cans of vacuum-packed fresh-roasted chestnuts",chestnuts,24,,blanched and peeled,or two 12-ounce can of vacuum-packed fresh-roasted chestnuts
1/4 cup cider vinegar,cider vinegar,0.25,cup,,
1/3 cup water,water,0.333,cup,,
1 teaspoon freshly ground black pepper,black pepper,1,teaspoon,freshly ground , 
2 tablespoons minced fresh mint,fresh mint,2,tablespoon,minced ,
"3 large celery roots, about 3 pounds",celery roots,3 3,large pound,,about
"6 shallots, peeled and minced",shallots,6,,peeled and minced,
1/2 teaspoon salt,salt,0.5,teaspoon,,
1/8 teaspoon cayenne pepper,cayenne pepper,0.125,teaspoon,,
2 tablespoons heavy cream,heavy cream,2,tablespoon,,
1/2 cup bread crumbs,bread crumbs,0.5,cup,,
2 tablespoons grated Parmesan cheese,Parmesan cheese,2,tablespoon,grated,
"3 cups chicken broth, warmed",chicken broth,3,cup,warmed,
1/4 cup olive oil,olive oil,0.25,cup,,
"8 yams, about 5 1/2 pounds, peeled and sliced into 1/2-inch rounds",yams,8 5.5,pound,peeled and sliced into 0.5-inch rounds,about
"1 teaspoon butter, softened",butter,1,teaspoon,softened,
1 teaspoon sugar,sugar,1,teaspoon,,
"1 large white onion, sliced thin",white onion,1,large,sliced thin,
"6 leeks, rinsed and chopped",leeks,6,,rinsed and chopped,
2 tablespoons butter,butter,2,tablespoon,,
6 large white onions,white onions,6,large,,
Pinch of salt,salt,,pinch,,of
1 to 2 tablespoons cream or milk,cream,1-2,tablespoon,,or milk
1 cup confectioners' sugar,confectioners' sugar,1,cup,,
1 tablespoons lemon juice,lemon juice,1,tablespoon,,
1/2 teaspoon freshly ground cardamom seeds (see note),freshly ground cardamom seeds,0.5,teaspoon,, (see note)
1 tablespoon baking powder,baking powder,1,tablespoon,,
1 teaspoon salt,salt,1,teaspoon,,
1/2 teaspoon freshly ground cardamom seeds,freshly ground cardamom seeds,0.5,teaspoon,, 
1/2 cup chopped walnuts or pecans,walnuts or pecans,0.5,cup,chopped ,
2 1/2 cups all-purpose flour,all-purpose flour,2.5,cup,,
1/2 cup granulated sugar,granulated sugar,0.5,cup,,
"3 or 4 leaves romaine or other crisp lettuce, shredded fine, for garnish",lettuce,3-4,,shredded fine,"leaves romaine or other crisp, for garnish"
1/4 cup milk,milk,0.25,cup,,
2 teaspoons grated lemon peel,lemon peel,2,teaspoon,grated,
"1 egg, slightly beaten",egg,1,,slightly beaten,
"1 cup freshly pureed ripe pears (about 2 medium-size, peeled and cored)",ripe pears,1,cup,"freshly pureed, peeled and cored",(about 2 medium-size)
"1/2 cup vegetable oil, plus oil for greasing pans",vegetable oil,0.5,cup,,plus oil for greasing pans
Salt to taste,Salt,,,,to taste
"1 large clove garlic, minced fine",garlic,1,large clove,minced fine,
1/2 cup chopped fresh coriander,fresh coriander,0.5,cup,chopped ,
Pinch ground cloves,ground cloves,,pinch,,
1/2 teaspoon ground cumin,ground cumin,0.5,teaspoon,,
"1 tablespoon minced fresh oregano, or 1 teaspoon dried",fresh oregano,1,tablespoon,minced,or 1 teaspoon dried
1/4 cup of half-and-half,half-and-half,0.25,cup,,of
"3/4 cup light cream, or 1/2 cup heavy cream and 1/4 cup half-and-half",light cream,0.75,cup,,or 0.5 cup heavy cream and 0.25 cup half-and-half
"2 large bell peppers, 1 green and 1 red, cored, seeded and cut in 1/2-inch square pieces, about 2 cups",bell peppers,2 2,large cup,"cored, seeded and cut in 0.5-inch square piece","1 green and 1 red, about"
"2 1/2 cups corn kernels and their liquid, 3 to 6 ears depending on size",corn kernels and their liquid,2.5 3-6,cup ear,,depending on size
1 cup chopped tomatillos or full-grown but still green tomatoes,tomatillos,1,cup,chopped ,or full-grown but still green tomatoes
"1/2 cup diced deveined jalapeno peppers, a few seeds left in, in 1/4-inch pieces",jalapeno peppers,0.5,cup,"diced deveined, a few seeds left in, in 0.25-inch piece",
8 ounces flat beer,flat beer,8,ounce,,
"1/2 pound chorizo sausage, cut into 1/2-inch chunks",chorizo sausage,0.5,pound,cut into 0.5-inch chunks,
"1 large onion, chopped fine, about 1 1/2 cups",onion,1 1.5,large cup,chopped fine,about
"1 1/2 cups fresh shelled beans -- limas, cranberries or pintos, about 1 pound in the shell",fresh shelled beans,1.5,cup,,"-- limas, cranberries or pintos, about 1 pound in the shell"
2 slices crusty whole grain bread,crusty whole grain bread,2,slice,,
Freshly ground black pepper,black pepper,,,freshly ground ,
"3 ounces fennel, enough for 1/2 cup chopped",fennel,3,ounce,,enough for 0.5 cup chopped
"Fresh basil, enough for 3 tablespoons chopped",fresh basil,,,,enough for 3 tablespoon chopped
"2 ounces red onion, enough for 1/2 cup chopped",red onion,2,ounce,,enough for 0.5 cup chopped
"10 ounces whole red pepper or 9 ounces ready-cut red pepper, enough for 2 cups chopped",whole red pepper,10,ounce,,"or 9 ounce ready-cut red pepper, enough for 2 cup chopped"
1/8 teaspoon salt (optional),salt (optional),0.125,teaspoon,,
2 teaspoons Dijon mustard,Dijon mustard,2,teaspoon,,
3 tablespoons balsamic vinegar,balsamic vinegar,3,tablespoon,,
1 cup red lentils,red lentils,1,cup,,
1 tablespoon olive oil,olive oil,1,tablespoon,,
8 ounces tiny new potatoes,tiny new potatoes,8,ounce,,
1/2 to 1 teaspoon fresh lemon juice,fresh lemon juice,0.5-1,teaspoon,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
1 tablespoon chopped onion,onion,1,tablespoon,chopped,
2 teaspoons finely chopped fresh parsley,fresh parsley,2,teaspoon,finely chopped ,
1 healthy pinch of freshly ground white pepper,freshly ground white pepper,1,healthy pinch,,of
"1 hard-boiled egg, chopped",hard-boiled egg,1,,chopped,
1 cup homemade or Hellmann's mayonnaise,mayonnaise,1,cup,,homemade or Hellmann's
1/4 cup chili sauce or ketchup,chili sauce or ketchup,0.25,cup,,
2 tablespoons finely chopped pimento-stuffed green olives,pimento-stuffed green olives,2,tablespoon,finely chopped,
1 to 2 tablespoons finely chopped sweet pickle,sweet pickle,1-2,tablespoon,finely chopped,
1 healthy pinch of salt,salt,1,healthy pinch,,of
2 teaspoons Worcestershire sauce,Worcestershire sauce,2,teaspoon,,
2 teaspoons minced garlic,garlic,2,teaspoon,minced,
2 teaspoons sugar,sugar,2,teaspoon,,
2 tablespoons chopped fresh chives,fresh chives,2,tablespoon,chopped ,
4 teaspoons finely chopped fresh parsley,fresh parsley,4,teaspoon,finely chopped ,
4 teaspoons cider vinegar,cider vinegar,4,teaspoon,,
2 tablespoons chopped fresh basil,fresh basil,2,tablespoon,chopped ,
2 heads iceberg lettuce,iceberg lettuce,2,head,,
"8 ripe Roma tomatoes, sliced thin",ripe Roma tomatoes,8,,sliced thin,
2 cups buttermilk herb dressing,buttermilk herb dressing,2,cup,,
"12 slices smoked bacon, diced into 1/2-inch pieces (about 2 cups) and fried",smoked bacon,12 2,slice cup,diced into 0.5-inch piece and fried,(about)
1/2 cup grated Asiago or Parmesan cheese,Asiago or Parmesan cheese,0.5,cup,grated,
1/2 cup Hellmann's mayonnaise,Hellmann's mayonnaise,0.5,cup,,
1 cup buttermilk,buttermilk,1,cup,,
1 1/2 cups sour cream,sour cream,1.5,cup,,
Salt,Salt,,,,
Cayenne pepper,Cayenne pepper,,,,
1 cup sour cream,sour cream,1,cup,,
"1 tablespoon prepared horseradish, or to taste",prepared horseradish,1,tablespoon,,or to taste
"1/4 cup snipped chives, plus a few chives for garnish",chives,0.25,cup,snipped,plus a few chives for garnish
"1 1/2 to 2 pounds fillet of striped bass (or red snapper, sea bass or grouper), skin on and scaled",fillet of striped bass,1.5-2,pound,skin on and scaled,"(or red snapper, sea bass or grouper)"
Splash of Coke,Coke,,splash,,of
"1 tablespoon neutral oil, like canola, grapeseed or corn",neutral oil,1,tablespoon,,"like canola, grapeseed or corn"
"1 onion, chopped",onion,1,,chopped,
"1 1-inch piece ginger, unpeeled",ginger,1 1,piece inch,unpeeled,
"1 3- to 4-pound chicken, whole",whole chicken,1 3-4,pound,,
1/8 teaspoon chili-pepper flakes or 1 very small fresh chili pepper,fresh chili-pepper flakes,0.125,teaspoon,,or 1 very small  chili pepper
10 whole black peppercorns,whole black peppercorns,10,,,
10 shiitake mushrooms,shiitake mushrooms,10,,,
salt and additional black pepper to taste,salt and additional black pepper,,,,to taste
"1 lime, cut into thin slices",lime,1,,cut into thin slice,
1/2 ounce vodka,vodka,0.5,ounce,,
1/2 ounce gin,gin,0.5,ounce,,
1/2 ounce white rum,white rum,0.5,ounce,,
1/2 ounce tequila,tequila,0.5,ounce,,
1/2 ounce Cointreau,Cointreau,0.5,ounce,,
1/4 ounce dark beer like Bass,dark beer,0.25,ounce,,like Bass
Sour mix,Sour mix,,,,
Splash of fresh lemon juice,fresh lemon juice,,splash,,of 
"2 bulbs garlic, separated into cloves but not peeled",garlic,2,bulb,separated into clove but not peeled,
1 teaspoon sesame oil,sesame oil,1,teaspoon,,
2 teaspoons vegetable oil,vegetable oil,2,teaspoon,,
"1 pound medium-size shrimp, shelled and deveined, shells reserved",medium-size shrimp,1,pound,shelled and deveined,shells reserved
6 frozen lemon leaves (available at Asian markets),frozen lemon leaves,6,,,(available at Asian markets)
1 gallon seltzer water,seltzer water,1,gallon,,
"1 5-inch piece fresh ginger, peeled and coarsely chopped",fresh ginger,1 5,piece inch,peeled and coarsely chopped,
1 ounce whole dried ginseng root,whole dried ginseng root,1,ounce,,
1 pint cranberry juice or raspberry juice,cranberry juice or raspberry juice,1,pint,,
1 stick Chinese cinnamon,Chinese cinnamon,1,stick,,
"peel from 1 orange, all white removed",peel from orange,1,,all white removed,
"1 3-inch piece fresh ginger, cut in small slices",fresh ginger,1 3,piece inch,cut in small slice,
1 half-gallon organic apple juice,organic apple juice,1,half-gallon,,
1 tablespoon dried whole Schisandra berries,whole dried Schisandra berries,1,tablespoon,,
1 tablespoon honey,honey,1,tablespoon,,
5 pieces Chinese honey-roasted licorice sticks,Chinese honey-roasted licorice sticks,5,piece,,
Honey to taste,Honey,,,,to taste
"1 3-inch piece fresh ginger, coarsely chopped",fresh ginger,1 3,piece inch,coarsely chopped,
"4 sticks Chinese licorice, cut into 4 pieces",Chinese licorice,4,stick,cut into 4 piece,
"1/4 pound whole dried reishi mushrooms, available at Asian markets and some health food stores",whole dried reishi mushrooms,0.25,pound,,available at Asian markets and some health food stores
1/4 cup fresh lemon juice,fresh lemon juice,0.25,cup,,
1/3 ounce whole licorice root,whole licorice root,0.333,ounce,,
"1/3 ounce fresh ginger root, plus more for garnish if desired",fresh ginger root,0.333,ounce,,plus more for garnish if desired
"1/2 bunch flat-leaf parsley, with leaves and stems, well washed and coarsely chopped",flat-leaf parsley,0.5,bunch,well washed and coarsely chopped,with leaves and stems
"1/2 cup fresh mint leaves, well washed, coarsely chopped",fresh mint leaves,0.5,cup,"well washed, coarsely chopped",
"4 ounces romaine, red oak or bibb lettuce, coarsely chopped","romaine, red oak or bibb lettuce",4,ounce,coarsely chopped,
"1 apple, chopped",apple,1,,chopped,
"4 celery stalks with leafy green tops, chopped",celery,4,stalk,chopped,with leafy green tops
"1 medium carrot, trimmed and peeled, chopped",carrot,1,medium,"trimmed and peeled, chopped",
1 1/2 tablespoons sake,sake,1.5,tablespoon,,
1 tablespoon minced ginger root,ginger root,1,tablespoon,minced,
"6 to 8 scallions, ends trimmed",scallions,6-8,,ends trimmed,
3/4 pound dried soba noodles,dried soba noodles,0.75,pound,,
4 cups dashi (see Step 1 in recipe above),dashi,4,cup,,(see Step 1 in recipe above)
1/4 cup mirin (sweetened rice wine),mirin,0.25,cup,,(sweetened rice wine)
1 ounce whole dried ginseng root,whole dried ginseng root,1,ounce,,
1/3 cup dried bonito flakes,dried bonito flakes,0.333,cup,,
1/4 cup soy sauce,soy sauce,0.25,cup,,
3 tablespoons mirin (sweetened rice wine),mirin,3,tablespoon,,(sweetened rice wine)
3/4 pound dried soba noodles,dried soba noodles,0.75,pound,,
"6 tablespoons finely chopped scallions, green section only",scallions,6,tablespoon,finely chopped,green section only
2 tablespoons wasabi mixed with 3 1/2 tablespoons of water to form a paste,wasabi,2,tablespoon,mixed with 3.5 tablespoon of water to form a paste,
"1 1/4 pounds boned chicken breast, skin removed",boned chicken breast,1.25,pound,skin removed,
5 tablespoons soy sauce,soy sauce,5,tablespoon,,
2 cups cold water,water,2,cup,cold,
1 4-inch-square piece konbu (dried kelp),konbu (dried kelp),1 4,inch-square piece,,
1/2 teaspoon salt,salt,0.5,teaspoon,,
2 tablespoons soy sauce,soy sauce,2,tablespoon,,
"1/2 pound carrots, peeled and cut into 1-inch pieces (1 1/2 cups)",carrots,0.5 1.5,pound cup,peeled and cut into 1-inch piece,()
"2 pounds collard greens, tough stems removed",collard greens,2,pound,tough stems removed,
"1/2 pound onions, peeled and cut into 1-inch pieces (2 cups)",onions,0.5 2,pound cup,peeled and cut into 1-inch piece,()
1 1/4 pounds chorizo (hot Spanish-style sausage),chorizo,1.25,pound,,(hot Spanish-style sausage)
12 lettuce leaves,lettuce leaves,12,,,
12 lettuce leaves,lettuce leaves,12,,,
2 tablespoons peanut or safflower oil,peanut or safflower oil,2,tablespoon,,
1 tablespoon wine vinegar,wine vinegar,1,tablespoon,,
1/3 cup canola or safflower oil,canola or safflower oil,0.333,cup,,
1/4 teaspoon salt,salt,0.25,teaspoon,,
1/4 teaspoon freshly ground black pepper,black pepper,0.25,teaspoon,freshly ground ,
1 tablespoon Dijon-style mustard,Dijon-style mustard,1,tablespoon,,
"2 large cloves garlic, peeled, crushed and chopped (2 teaspoons)",garlic,2 2,large clove teaspoon,"peeled, crushed and chopped ",()
6 large eggs,eggs,6,large,,
"3 ripe pears (1 1/2 pounds), Bartlett, Comice or Bosc, whichever is least expensive",ripe pears,3 1.5,pound,,"(), Bartlett, Comice or Bosc, whichever is least expensive"
1/4 cup lemon juice,lemon juice,0.25,cup,,
1/3 cup shredded mint,mint,0.333,cup,shredded,
1/2 cup corn syrup,light corn syrup,0.5,cup,,
2 slices crusty country bread,crusty country bread,2,slice,,
2 tablespoons scallions,scallions,2,tablespoon,,
3/4 cup long-grain rice,long-grain rice,0.75,cup,,
1 pound red onions (1 very large),red onions,1,pound,,(1 very large)
1/2 pound fresh tuna,fresh tuna,0.5,pound,,
16 ounces whole red and yellow peppers or 14 ounces coarsely chopped ready-cut peppers (4 cups),whole red and yellow peppers,16 4,ounce cup,,or 14 ounce coarsely chopped ready-cut peppers ()
2 teaspoons olive oil,olive oil,2,teaspoon,,
1 large clove garlic,garlic,1,large clove,,
1 or 2 sprigs oregano or marjoram to yield 1 tablespoon chopped,oregano,1-2,sprig,,or marjoram to yield 1 tablespoon chopped
2 tablespoons balsamic vinegar,balsamic vinegar,2,tablespoon,,
4 tablespoons plain nonfat yogurt,plain nonfat yogurt,4,tablespoon,,
2 tablespoons reduced-fat mayonnaise,reduced-fat mayonnaise,2,tablespoon,,
1/8 teaspoon salt,salt,0.125,teaspoon,,
Freshly ground black pepper to taste,black pepper,,,freshly ground ,to taste
2 ripe medium-large tomatoes,ripe tomatoes,2,medium-large,,
2 teaspoons reduced-sodium soy sauce,soy sauce reduced-sodium,2,teaspoon,,
1/8 teaspoon salt,salt,0.125,teaspoon,,
2 tablespoons sweet sake or dry sherry,sweet sake or dry sherry,2,tablespoon,,
3/4 cup unsweetened pineapple juice,unsweetened pineapple juice,0.75,cup,,
2 tablespoons rice vinegar,rice vinegar,2,tablespoon,,
2 teaspoons olive oil,olive oil,2,teaspoon,,
1/4 cup fish stock,fish stock,0.25,cup,,
1/8 teaspoon salt,salt,0.125,teaspoon,,
Freshly ground black pepper to taste,black pepper,,,freshly ground ,to taste
2 tablespoons fresh cilantro,fresh cilantro,2,tablespoon,,
1 cup long grain rice,long grain rice,1,cup,,
"8 ounces skinless, boneless chicken breast","skinless, boneless chicken breast",8,ounce,,
1 teaspoon canola oil,canola oil,1,teaspoon,,
2 large cloves garlic,garlic,2,large clove,,
8 ounces whole red pepper or 7 ounces ready-cut julienned red pepper (1 1/2 cups),whole red pepper,8 1.5,ounce cup,,or 7 ounce ready-cut julienned red pepper ()
3 stalks bok choy,bok choy,3,stalk,,
2 tablespoons fresh or frozen ginger,ginger,2,tablespoon,,fresh or frozen
2 to 3 teaspoons hot chili paste (with or without garlic),hot chili paste,2-3,teaspoon,,(with or without garlic)
10 ounces skinless fillet of salmon,skinless fillet of salmon,10,ounce,,
1 teaspoon cornstarch dissolved in 2 teaspoons water,cornstarch,1,teaspoon,dissolved in 2 teaspoon water,
