input,name,quantity,unit,size,preparation,comment,purpose
2 teaspoons cumin seed,cumin seed,2,teaspoon,,,,
"4 garlic cloves, smashed",garlic,4,clove,,,smashed,
2 teaspoons coriander seed,coriander seed,2,teaspoon,,,,
"4 scallions, minced",scallions,4,,,,minced,
"1 garlic clove, minced",garlic,1,clove,,,minced,
"1 fresh hot chili, minced",hot chili,1,,,,"fresh, minced",
1 teaspoon Vietnamese fish sauce,fish sauce,1,teaspoon,,,Vietnamese,
1 pound rice noodles,rice noodles,1,pound,,,,
Salt to taste,Salt,1,,,,to taste,
Peanut dipping sauce,Peanut dipping sauce,1,,,,,
2 tablespoons peanut oil,peanut oil,2,tablespoon,,,,
2 tablespoons fresh lime juice,lime juice,2,tablespoon,,,fresh,
"1 pound medium-size shrimp, peeled and deveined",shrimp,1,pound,,,"medium-size, peeled and deveined",
2 tablespoons chopped peanuts,peanuts,2,tablespoon,,,chopped,
1/2 cup Vietnamese fish sauce,fish sauce,0.5,cup,,,Vietnamese,
1/4 cup minced fresh mint,mint,0.25,cup,,,minced fresh,
1/4 cup minced fresh coriander,coriander,0.25,cup,,,minced fresh,
1/4 teaspoon freshly ground black pepper,freshly ground black pepper,0.25,teaspoon,,,,
2 tablespoons water,water,2,tablespoon,,,,
1/4 teaspoon salt,salt,0.25,teaspoon,,,,
1 tablespoon white vinegar,white vinegar,1,tablespoon,,,,
1 tablespoon sugar,sugar,1,tablespoon,,,,
"1/4 pound medium-size shrimp, shells on",shrimp,0.25,pound,,,"medium-size, shells on",
"5 ounces pork loin, in one piece",pork loin,5,ounce,,,in one piece,
1 cup shredded carrot,carrot,1,cup,,,shredded,
1/2 cup fresh mint,mint,0.5,cup,,,fresh,
1/2 cup fresh coriander,coriander,0.5,cup,,,fresh,
"1 small spaghetti squash, about 2 pounds",spaghetti squash,1,small,,,about 2 pound,
3 tablespoons vegetable oil,vegetable oil,3,tablespoon,,,,
"1 medium-size onion, thinly sliced",onion,1,medium-size,,,thinly sliced,
Freshly ground black pepper to taste,Freshly ground black pepper,,,,,to taste,
2 cups cooked and shredded chicken,chicken,2,cup,,,cooked and shredded,
4 cups finely shredded white cabbage,white cabbage,4,cup,,,finely shredded,
2 tablespoons sugar,sugar,2,tablespoon,,,,
1 tablespoon rice vinegar,vinegar,1,tablespoon,,,rice,
3 tablespoons fresh lime juice,lime juice,3,tablespoon,,,fresh,
3 tablespoons Vietnamese fish sauce,fish sauce,3,tablespoon,,,Vietnamese,
"2 chili peppers, seeded and minced",chili peppers,2,,,,seeded and minced,
"3 garlic cloves, minced",garlic,3,clove,,,minced,
1 to 2 tablespoons raspberry vinegar,raspberry vinegar,1-2,tablespoon,,,,
About 1/2 cup walnut oil,walnut oil,0.5,cup,,,,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,,to taste,
About 1/2 cup extra-virgin olive oil,extra-virgin olive oil,0.5,cup,,,About ,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,,to taste,
1/2 cup fresh sage leaves,sage leaves,0.5,cup,,,fresh,
6 plum tomatoes,plum tomatoes,6,,,,,
"1/2 red onion, chopped",red onion,0.5,,,,chopped,
1 pound string beans,string beans,1,pound,,,,
"3 shallots, minced",shallots,3,,,,minced,
"1/2 cup walnuts, chopped",walnuts,0.5,cup,,,chopped,
1 teaspoon mustard,mustard,1,teaspoon,,,,
About 1/2 cup olive oil,olive oil,0.5,cup,,,,
About 1/2 cup safflower oil,safflower oil,0.5,cup,,,,
3/4 pound dried white beans,beans,0.75,pound,,,dried white,
1 teaspoon mustard,mustard,1,teaspoon,,,,
About 1 tablespoon white-wine vinegar,white-wine vinegar,1,tablespoon,,,,
1 teaspoon mustard,mustard,1,teaspoon,,,,
2 egg yolks,egg yolks,2,,,,,
2 tablespoons tarragon vinegar (or more or less to taste),tarragon vinegar,2,tablespoon,,,or more or less to taste,
2 carrots,carrots,2,,,,,
"3 stalks celery, with leaves",celery,3,stalk,,,with leaves,
"2 tablespoons parsley, chopped",parsley,2,tablespoon,,,chopped,
"1 medium onion, quartered",onion,1,medium,,,quartered,
1/2 cup fresh tarragon leaves,tarragon leaves,0.5,cup,,,fresh,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,,to taste,
"1 whole chicken, about 3 pounds",chicken,1,,,,"whole, about 3 pound",
Juice of 1 lemon,lemon,1,,,,Juice of,
4 tablespoons finely chopped parsley,parsley,4,tablespoon,,,finely chopped,
3 large firm cucumbers,cucumbers,3,large,,,firm,
2 tablespoons butter,butter,2,tablespoon,,,,
1 cup chopped skinless seedless tomatoes,tomatoes,1,cup,,,chopped skinless seedless,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,,to taste,
2 tablespoons lemon juice,lemon juice,2,tablespoon,,,,
2 tablespoons finely chopped parsley,parsley,2,tablespoon,,,finely chopped,
3 tablespoons finely chopped shallots,shallots,3,tablespoon,,,finely chopped,
4 tablespoons butter,butter,4,tablespoon,,,,
2 tablespoons olive oil,olive oil,2,tablespoon,,,,
2 pairs shad roe,shad roe,2,pair,,,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,,to taste,
"2 boneless shad fillets with skin, about 1 1/2 pounds",shad fillets,2,,,,"boneless with skin, about  1.5 pound",
1 tablespoon lemon juice,lemon juice,1,tablespoon,,,,
"2 tablespoons butter, cut in small pieces",butter,2,tablespoon,,,cut in small piece,
Pinch of nutmeg,nutmeg,,pinch,,,,
Freshly ground pepper to taste,Freshly ground pepper,,,,,to taste,
1 tablespoon finely chopped shallots,shallots,1,tablespoon,,,finely chopped,
Salt to taste,Salt,,,,,to taste,
1 pound asparagus,asparagus,1,pound,,,,
Salt to taste,Salt,,,,,to taste,
2 tablespoons butter,butter,2,tablespoon,,,,
1/3 cup vegetable or corn oil,oil,0.333,cup,,,vegetable or corn,
"4 Idaho or Washington potatoes, about 1 1/4 pounds",Idaho or Washington potatoes,4 1#1$4,pound,,,about,
2 tablespoons red-wine vinegar,red-wine vinegar,2,tablespoon,,,,
3/4 cup fresh or canned chicken broth,chicken broth,0.75,cup,,,fresh or canned,
4 sprigs fresh thyme or 1 teaspoon dried,thyme,4,sprig,,,fresh or 1 teaspoon dried,
"4 whole cloves garlic, peeled",garlic,4,clove,,,"whole, peeled",
4 tablespoons butter,butter,4,tablespoon,,,,
4 bay leaves,bay leaves,4,,,,,
1/4 cup flour for dredging,flour,0.25,cup,,,for dredging,
3/4 cup dry sherry,dry sherry,0.75,cup,,,,
1 cup heavy cream,heavy cream,1,cup,,,,
Dash of lemon juice,lemon juice,,dash,,,,
1 tablespoon chopped fresh tarragon leaves,fresh tarragon leaves,1,tablespoon,,,chopped,
"4 loin center cut veal chops, about 6 ounces each",veal chops,4,,,,"loin center cut, about 6 ounce each",
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,,to taste,
"4 loin pork chops, 3/4- to 1-inch thick, trimmed of fat",pork chops,4,,,,"loin, 0.75- to 1-inch thick, trimmed of fat",
2 tablespoons unsalted butter,unsalted butter,2,tablespoon,,,,
1 tablespoon peanut oil,peanut oil,1,tablespoon,,,,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,,to taste,
4 1/2 ounces fresh morels,morels,4.5,ounce,,,fresh,
1 tablespoon fresh rosemary leaves,rosemary leaves,1,tablespoon,,,fresh,
1/4 cup chicken stock,chicken stock,0.25,cup,,,,
Coarse salt and freshly ground pepper to taste,Coarse salt and freshly ground pepper,,,,,to taste,
1 tablespoon unsalted butter,unsalted butter,1,tablespoon,,,,
1 tablespoon olive oil,olive oil,1,tablespoon,,,,
1/2 cup balsamic vinegar,balsamic vinegar,0.5,cup,,,,
"2 loin pork chops 3/4- to 1-inch thick, trimmed of fat",pork chops,2,,,,"loin 0.75- to 1-inch thick, trimmed of fat",
1 tablespoon peanut oil,peanut oil,1,tablespoon,,,,
1/2 cup dry white wine,dry white wine,0.5,cup,,,,
1 tablespoon hoisin sauce,hoisin sauce,1,tablespoon,,,,
1 tablespoon sesame oil,sesame oil,1,tablespoon,,,,
Freshly ground pepper to taste,Freshly ground pepper,,,,,to taste,
"3 scallions, chopped",scallions,3,,,,chopped,
"1 tablespoon fresh ginger, minced",fresh ginger,1,tablespoon,,,minced,
"2 loin chops, 3/4- to 1-inch thick, trimmed of fat",loin chops,2,,,," 0.75- to 1-inch thick, trimmed of fat",
2 tablespoons soy sauce,soy sauce,2,tablespoon,,,,
1 garlic clove minced,garlic,1,clove,,,minced,
2 medium-large ripe tomatoes,tomatoes,2,,,,medium-large ripe,
1 cup nonfat plain yogurt,nonfat plain yogurt,1,cup,,,,
4 whole wheat tortillas (fat free if possible),tortillas,4,,,,whole wheat (fat free if possible),
Few sprigs fresh cilantro to yield 4 tablespoons chopped,cilantro,,,,,Few sprig fresh to yield 4 tablespoon chopped,
Few sprigs fresh mint to yield 2 tablespoon chopped,mint,,,,,Few sprig fresh to yield 2 tablespoon chopped,
1/8 teaspoon salt,salt,0.125,teaspoon,,,,
Freshly ground black pepper to taste,Freshly ground black pepper,,,,,to taste,
4 ounces Kirby cucumbers,cucumbers,4,ounce,,,Kirby,
1/4 teaspoon ground cumin,ground cumin,0.25,teaspoon,,,,
1 teaspoon sumac,sumac,1,teaspoon,,,,
1/8 teaspoon hot red-pepper flakes,red-pepper flakes,0.125,teaspoon,,,hot,
8 ounces leg of lamb,lamb,8,ounce,,,leg of,
"4 ounces whole onion or 3 ounces chopped, ready-cut (1 cup)",onion,4,ounce,,,"whole or 3 ounce chopped, ready-cut (1 cup)",
1 teaspoon olive oil,olive oil,1,teaspoon,,,,
1 small clove garlic,garlic,1,small clove,,,,
1 tablespoon dried mint,mint,1,tablespoon,,,dried,
1 tablespoon ground cumin,ground cumin,1,tablespoon,,,,
1/2 tablespoon hot red-pepper flakes,hot red-pepper flakes,0.5,tablespoon,,,,
"Salt and freshly ground black pepper, as desired",Salt and ground black pepper,,,,,"freshly , as desired",
1 cup cooked long-grain rice (about 1/2 cup uncooked rice),rice,1,cup,,,cooked long-grain (about 0.5 cup uncooked rice),
1/3 cup grated Parmigiano-Reggiano cheese,Parmigiano-Reggiano cheese,0.333,cup,,,grated,
"3 plum tomatoes, thinly sliced",plum tomatoes,3,,,,thinly sliced,
"8 long, slender Italian eggplants, or 4 small regular eggplants",eggplants,8,,,,"long, slender Italian, or 4 small regular",
1/4 cup finely minced Italian parsley,Italian parsley,0.25,cup,,,finely minced,
"1 1/4 cups chopped red, ripe tomatoes (or canned Italian plum tomatoes, well drained)",tomatoes,1.25,cup,,,"chopped red, ripe (or canned Italian plum tomatoes, well drained)",
"1 cup finely chopped sweet green pepper, preferably cubanelle or Italian long pepper",green pepper,1,cup,,,"finely chopped sweet, preferably cubanelle or Italian long pepper",
1/2 pound lean ground lamb,ground lamb,0.5,pound,,,lean,
About 1/2 cup extra-virgin olive oil,extra-virgin olive oil,0.5,cup,,,About ,
1 1/4 cups finely chopped yellow onion,yellow onion,1.25,cup,,,finely chopped,
Salt to taste,Salt,,,,,to taste,
Finely chopped Italian parsley for garnish,Italian parsley,,,,,Finely chopped for garnish,
2 eggs,eggs,2,,,,,
Juice of 2 lemons,lemon,2,,,,Juice of,
"1/4 teaspoon dried red-pepper flakes, or more to taste",red-pepper flakes,0.25,teaspoon,,,"dried, or more to taste",
1/3 cup white rice,white rice,0.333,cup,,,,
2 to 4 tablespoons extra-virgin olive oil,extra-virgin olive oil,2-4,tablespoon,,,,
"1 large potato, peeled and cut in bite-size cubes",potato,1,large,,,peeled and cut in bite-size cubes,
"1 large onion, peeled and quartered",onion,1,large,,,peeled and quartered,
"1 large carrot, scraped and cut in chunks",carrot,1,large,,,scraped and cut in chunks,
"2 medium tomatoes, quartered",tomatoes,2,medium,,,quartered,
"1 whole fish, 3 to 3 1/2 pounds, or about 2 pounds fish steaks or fillets (use cod, haddock, halibut, sea bass or snapper)",fish,1,,,,"whole, 3-3.5 pound, or about 2 pound steaks or fillet (use cod, haddock, halibut, sea bass or snapper)",
Freshly ground black pepper to taste,Freshly ground black pepper,,,,,to taste,
"1 dried red medium-hot pepper, like an ancho chili",red medium-hot pepper,1,,,,"dried, like an ancho chili",
"2 bay leaves, preferably Turkish",bay leaves,2,,,,preferably Turkish,
1 teaspoon oregano,oregano,1,teaspoon,,,,
"4 cups fish stock, if available, plus 2 cups water; otherwise, 6 cups water",fish stock,4,cup,,,"if available, plus 2 cup water; otherwise, 6 cup water",
2 eggs,eggs,2,,,,,
1 cup sour cream,sour cream,1,cup,,,,
"1/2 cup butter, chilled and cut into small pieces",butter,0.5,cup,,,chilled and cut into small piece,
1 teaspoon baking powder,baking powder,1,teaspoon,,,,
3 1/2 cups flour,flour,3.5,cup,,,,
"Salt, if desired",Salt,,,,,if desired,
3 tablespoons water,water,3,tablespoon,,,,
"1 egg, lightly beaten",egg,1,,,,lightly beaten,
Freshly ground pepper,Freshly ground pepper,,,,,,
"Salt, if desired",Salt,1,,,,if desired,
2 tablespoons sour cream,sour cream,2,tablespoon,,,,
Pinch of freshly grated nutmeg,nutmeg,,pinch,,,freshly grated,
3 tablespoons water,water,3,tablespoon,,,,
Sour-cream pastry,Sour-cream pastry,1,,,,,
"2 cups skinless, boneless cooked salmon (fresh or canned), torn into bite-size bits",salmon,2,cup,,,"skinless, boneless cooked (fresh or canned), torn into bite-size bits",
1 cup cooked rice,rice,1,cup,,,cooked,
3 tablespoons finely chopped dill,dill,3,tablespoon,,,finely chopped,
"2 hard-cooked eggs, finely chopped, about 3/4 cup",eggs,2,,,,"hard-cooked, finely chopped, about 0.75 cup",
1 cup cooked rice,rice,1,cup,,,cooked,
"1 egg, lightly beaten",egg,1,,,,lightly beaten,
2 tablespoons finely chopped dill,dill,2,tablespoon,,,finely chopped,
"1 hard-cooked egg, finely chopped, about 1/3 cup",egg,1,,,,"hard-cooked, finely chopped, about 0.333 cup",
"3/4 pound mushrooms, finely chopped, about 3 1/2 cups",mushrooms,0.75,pound,,,"finely chopped, about  3.5 cup",
"Salt, if desired",Salt,,,,,if desired,
Freshly ground pepper,Freshly ground pepper,,,,,,
1/4 cup sour cream,sour cream,0.25,cup,,,,
2 cups finely chopped onions,onions,2,cup,,,finely chopped,
3 tablespoons water,water,3,tablespoon,,,,
Sour-cream pastry,Sour-cream pastry,1,,,,,
2 tablespoons butter,butter,2,tablespoon,,,,
"1 egg, lightly beaten",egg,1,,,,lightly beaten,
1/4 cup finely chopped dill,dill,0.25,cup,,,finely chopped,
"3 hard-cooked eggs, finely chopped, about one cup",eggs,3,,,,"hard-cooked, finely chopped, about one cup",
Freshly ground pepper,Freshly ground pepper,,,,,,
Sour-cream pastry,Sour-cream pastry,1,,,,,
2 tablespoons butter,butter,2,tablespoon,,,,
3 cups finely chopped onions,onions,3,cup,,,finely chopped,
1 pound ground beef,ground beef,1,pound,,,,
"Salt, if desired",Salt,,,,,if desired,
2 tablespoons Marsala wine,Marsala wine,2,tablespoon,,,,
5 egg yolks,egg yolks,5,,,,,
1 1/2 tablespoons flour,flour,1.5,tablespoon,,,,
1/3 cup sugar,sugar,0.333,cup,,,,
3 cups milk,milk,3,cup,,,,
6 egg yolks,egg yolks,6,,,,,
2 cups heavy cream,heavy cream,2,cup,,,,
2 cups milk,milk,2,cup,,,,
3/4 cup sugar,sugar,0.75,cup,,,,
"8 ounces unsweetened chocolate, broken into pieces",chocolate,8,ounce,,,"unsweetened, broken into piece",
Confectioners' sugar for garnish,Confectioners' sugar,,,,,for garnish,
8 ounces unsweetened chocolate,chocolate,8,ounce,,,unsweetened,
4 ounces semisweet chocolate,chocolate,4,ounce,,,semisweet,
1/2 cup water,water,0.5,cup,,,,
1 1/3 cups sugar,sugar,1.333,cup,,,,
"5 extra large eggs at room temperature, about one cup whites plus yolks",eggs,5,large,,,"extra large at room temperature, about one cup whites plus yolks",
1 tablespoon melted butter,butter,1,tablespoon,,,melted,
"1/2 cup sugar, plus one tablespoon for coating souffle dishes",sugar,9,cup,,,for coating souffle dishes,
2 cups milk,milk,2,cup,,,,
3 ounces semisweet chocolate,chocolate,3,ounce,,,semisweet,
"6 eggs, separated",eggs,6,,,,separated,
4 tablespoons cornstarch,cornstarch,4,tablespoon,,,,
1/2 cup chocolate chips,chocolate chips,0.5,cup,,,,
2 large heads of endive,endive,2,large head,,,,
1 egg,egg,1,,,,,
2 egg yolks,egg yolks,2,,,,,
1/4 cup curry powder,curry powder,0.25,cup,,,,
1 1/2 tablespoons chutney,chutney,1.5,tablespoon,,,,
1 1/2 tablespoons tarragon vinegar,tarragon vinegar,1.5,tablespoon,,,,
1 teaspoon freshly squeezed lemon juice,lemon juice,1,teaspoon,,,freshly squeezed,
1/4 teaspoon salt,salt,0.25,teaspoon,,,,
1/4 teaspoon pepper,pepper,0.25,teaspoon,,,,
"1 3/4 cup soy or light vegetable oil, approximately",oil,1.75,cup,,,"soy or light vegetable, approximately",
"1/2 pound unsalted butter at room temperature, cut into small pieces, plus butter for greasing the pan",unsalted butter,0.5,pound,,,"at room temperature, cut into small piece, plus butter for greasing the pan",
Curried mayonnaise,Curried mayonnaise,1,,,,,
"1 7-ounce can of solid or chunk tuna in water, well drained",tuna,1,can,,,"7-ounce, of solid or chunk in water, well drained",
"2 level tablespoons blanched, sliced, toasted almonds",almonds,2,tablespoon,,,"level, blanched, sliced, toasted",
1/2 cup cubed apple,apple,0.5,cup,,,cubed,
1/4 cup diced celery,celery,0.25,cup,,,diced,
1 packed tablespoon black currants,black currants,1,tablespoon,,,packed,
3/4 cup scallions sliced into quarter-inch rounds,scallions,0.75,cup,,,sliced into quarter-inch rounds,
1 tablespoon minced red onion,red onion,1,tablespoon,,,minced,
Dill for garnish,Dill,,,,,for garnish,
Fresh red salmon caviar,salmon caviar,,,,,Fresh red,
1 small loaf of sliced black bread,bread,1,loaf,,,of sliced black,
1/2 cup creme fraiche,creme fraiche,0.5,cup,,,,
"1 long sprig of dill, finely chopped",dill,1,sprig,,,"long of, finely chopped",
"3 chives, minced",chives,3,,,,minced,
1 tablespoon freshly squeezed lemon juice,lemon juice,1,tablespoon,,,freshly squeezed,
Freshly ground pepper to taste,Freshly ground pepper,,,,,to taste,
Salt to taste,Salt,,,,,to taste,
"3/4 pound tomatoes, peeled and chopped",tomatoes,0.75,pound,,,peeled and chopped,
"1 to 2 hot peppers, finely chopped, with seeds removed (optional)",hot peppers,1-2,,,,"finely chopped, with seeds removed (optional)",
6 to 7 tablespoons light vegetable or olive oil,light vegetable or olive oil,6-7,tablespoon,,,,
"6 ounces Eastern smoked salmon, cut into small pieces",salmon,6,ounce,,,"Eastern smoked, cut into small piece",
1/2 cup softened sweet butter (unsalted),butter,0.5,cup,,,softened sweet (unsalted),
Boston or red-lettuce leaves,leaves,,,,,Boston or red lettuce,
1 cup fresh lemon juice,lemon juice,1,cup,,,fresh,
"1 cup scallions, thinly sliced",scallions,1,cup,,,thinly sliced,
"2 large cloves garlic, mashed",garlic,2,large clove,,,mashed,
"3/4 cup Spanish onion, finely chopped",Spanish onion,0.75,cup,,,finely chopped,
"2 1/2 teaspoons salt, or 1 tablespoon herbed salt",salt,2.5,teaspoon,,,or 1 tablespoon herbed,
"1/2 pound green and/or red peppers, diced",green and/or red peppers,#1$2,pound,,diced,,
"8 scallions, sliced, or about 1 cup",scallions,8,,,,"sliced, or about 1 cup",
1/4 cup chopped parsley,parsley,0.25,cup,,,chopped,
2 teaspoons salt or 1 tablespoon spiced salt,salt,2,teaspoon,,,or 1 tablespoon spiced,
1 1/2 pounds sea scallops,sea scallops,1.5,pound,,,,
"6 ounces peeled, chopped tomatoes (about 1 cup)",tomatoes,6,ounce,,,"peeled, chopped (about 1 cup)",
"1 or 2 cloves of garlic, pressed",garlic,1-2,clove,,,pressed,
1/4 cup lemon juice,lemon juice,0.25,cup,,,,
1/4 cup tahini (Middle Eastern sesame paste),tahini,0.25,cup,,,Middle Eastern sesame paste,
2 pounds eggplant,eggplant,2,pound,,,,
4 tablespoons fresh basil or parsley chopped coarse,basil,4,tablespoon,,,fresh or parsley chopped coarse,
4 sprigs fresh parsley,parsley,4,sprig,,,fresh,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,,to taste,
