input,name,quantity,unit,preparation,comment
"large sprig thyme, leaves only",thyme,,large sprig,,leaves only sprig
"100g/3½oz plain flour, for coating",plain flour,100 3.5,g oz,,for coating/
"50g/1¾oz dried wakame seaweed, soaked in cold water for 20 minutes, then drained and rinsed",dried wakame seaweed,50 1.75,g oz,"soaked in cold water for 20 minutes, then drained and rinsed",/
100ml/3½fl oz whole milk,whole milk,100 3.5,ml fl oz,,/
3 large Maris Piper potatoes,Maris Piper potatoes,3,large,,
15g/½oz lard,lard,15 0.5,g oz,,/
"3 slices Jamaican ginger cake, crumbled",Jamaican ginger cake,3,slice,crumbled,
"75g/2½oz lilliput capers, drained, dried and deep fried in pomace oil until crisp",lilliput capers,75 2.5,g oz,"drained, dried and deep fried in pomace oil until crisp",/
one third level tsp ground cinnamon,ground cinnamon,0.333,level tsp,,
"2 handfuls marsh samphire, rinsed thoroughly, tough stems removed, broken up into small pieces",marsh samphire,2,handful,"rinsed thoroughly, tough stems removed, broken up into small pieces",
125ml/4½oz double cream,double cream,125 4.5,ml oz,,/
"1 lemon, juice only, plus wedges to serve",lemon,1,,,"juice only, plus wedges to serve"
3 tbsp finely chopped fresh mint leaves,fresh mint leaves,3,tbsp,finely chopped,
"100g/3½oz ready-to-eat dried apricots, halved",ready-to-eat dried apricots,100 3.5,g oz,halved,/
150g/5½oz hoki,hoki,150 5.5,g oz,,/
10 raw prawns,raw prawns,10,,,
2 x 150g/5oz wild salmon fillets,wild salmon fillets,2 x 150 5,g oz,,/
1 large bunch parsley,parsley,1,large bunch,,
"cocoa powder and icing sugar or grated chocolate, to serve",cocoa powder and icing sugar,,,,"or grated chocolate, to serve"
100g/3½oz strawberry or raspberry jam,strawberry or raspberry jam,100 3.5,g oz,,/
"½ mango, diced",mango,0.5,,diced,
½ small bunch rocket,rocket,0.5,small bunch,,
"150ml/5fl oz red wine, such as Sangiovese or Barbera",red wine,150 5,ml fl oz,,such as Sangiovese or Barbera/
"100g/3½oz unsalted butter, cut into roughly 1cm/½in cubes",unsalted butter,100 3.5,g oz,cut into roughly 1 cm / 0.5 in cubes,/
"olive oil, for rubbing onto the fish",olive oil,,,,for rubbing onto the fish
2 tortilla wraps,tortilla wraps,2,,,
2 tbsp or so runny honey,runny honey,2,tbsp,,or so 
single cream or crème fraîche,single cream or crème fraîche,,,,
25g/1oz golden sultanas,golden sultanas,25 1,g oz,,/
3 thick slices brioche,brioche,3,thick slice,,
"125g/4½oz shallots, thickly sliced",shallots,125 4.5,g oz,thickly sliced,/
"8 slices belly pork (about 1kg/2lb 4oz weight in total), each slice about 1cm/½in thick",belly pork,8 1 2 4,slice kg lb oz,,"/ about weight in total, each slice about 1 cm / 0.5 in thick ( )"
10 fresh curry leaves,fresh curry leaves,10,,,
"2 bulbs garlic, split into cloves",garlic,2,bulb,split into cloves,
3-4 tbsps plain yoghurt,plain yoghurt,3-4,tbsp,,
115g/4¼oz corn kernels,corn kernels,115 4.25,g oz,,/
"250ml/9fl oz game stock, or chicken stock",game stock,250 9,ml fl oz,,or chicken stock/
"350g/12oz pistachio nuts, shells removed, roughly chopped",pistachio nuts,350 12,g oz,"shells removed, roughly chopped",/
125ml/4½fl oz double cream,double cream,125 4.5,ml fl oz,,/
"200g/7oz dark chocolate, minimum 70% cocoa solids, broken into pieces",dark chocolate,200 7,g oz,broken into pieces,minimum 70% cocoa solids/
"200g/7oz Emmental, grated",Emmental,200 7,g oz,grated,/
4 tbsp tahini,tahini,4,tbsp,,
"400g/14oz cooked picked cockles, rinsed thoroughly (or 1kg/2lb 2oz raw cockles, in the shells, cleaned thoroughly inside and out)",picked cockles,400 14,g oz,"cooked, rinsed thoroughly","/ (or 1 kg / 2 lb 2 oz raw cockles, in the shells, cleaned thoroughly inside and out) lb"
2 kg/4lb 8oz duck bones,duck bones,2 4 8,kg lb oz,,/
½ tsp medium curry powder,curry powder,0.5,tsp medium,,
"2 chicken thighs, bone-in, skin-on",chicken thighs,2,,,"bone-in, skin-on"
24 oysters,oysters,24,,,
500ml/18fl oz chicken stock (vegetarians can substitute vegetable stock),chicken stock,500 18,ml fl oz,,(vegetarians can substitute vegetable stock) /
"1 onion, cut in half, coarsely grated",onion,1,,"cut in half, coarsely grated",
"handful coriander stalks, finely chopped",coriander stalks,,handful,finely chopped,
2 tbsp seasoned flour,seasoned flour,2,tbsp,,
"100g/3½oz green beans, sliced",green beans,100 3.5,g oz,sliced,/
250ml/9fl oz pouring cream (optional),pouring cream,250 9,ml fl oz,,(optional) /
¾ tbsp fine salt,fine salt,0.75,tbsp,,
"3 large garlic cloves, finely chopped",garlic,3,large clove,finely chopped,
1½ tbsp rice vinegar,rice vinegar,1.5,tbsp,,
"3 spring onions, finely chopped",spring onions,3,,finely chopped,
5 tbsp coriander seeds,coriander seeds,5,tbsp,,
"250g/9oz frozen peas, rinsed under hot water in a sieve to thaw",frozen peas,250 9,g oz,rinsed under hot water in a sieve to thaw,/
"½ sweet potato, peeled and sliced",sweet potato,0.5,,peeled and sliced,
"4 slices sourdough bread, toasted",sourdough bread,4,slice,toasted,
"100g/3½oz parmesan, finely grated",parmesan,100 3.5,g oz,finely grated,/
2 free-range very fresh eggs (fridge cold),free-range very fresh eggs,2,,fridge cold,( )
"125g/4½oz butter, chilled and cubed",butter,125 4.5,g oz,chilled and cubed,/
125g/4½oz basil pesto,basil pesto,125 4.5,g oz,,/
2 tbsp finely grated manchego cheese,manchego cheese,2,tbsp,finely grated,
"1 carrot, chopped roughly",carrot,1,,chopped roughly,
3 tbsp Amaretto,Amaretto,3,tbsp,,
"8 radishes, sliced",radishes,8,,sliced,
"6 wonton wrappers, available from large supermarkets or specialist stores",wonton wrappers,6,,,available from large supermarkets or specialist stores
"20 raw tiger prawns, peeled, deveined",raw tiger prawns,20,,"peeled, deveined",
300ml/10½fl oz warm water,water,300 10.5,ml fl oz,warm,/
20 fresh curry leaves,fresh curry leaves,20,,,
4 large red peppers,red peppers,4,large,,
"6 tomatoes, deseeded and finely diced",tomatoes,6,,deseeded and finely diced,
8 thin slices white bread,white bread,8,thin slice,,
"dill and edible flowers, to garnish",dill and edible flowers,,,,to garnish
"2 red peppers, deseeded and finely sliced",red peppers,2,,deseeded and finely sliced,
"1 egg, beaten, or plain flour, for brushing or dusting",egg,1,,beaten,"or plain flour, for brushing or dusting"
"10 large cooked prawns, peeled, halved lengthways and black intestinal tract removed",prawns,10,large,"cooked, peeled, halved lengthways and black intestinal tract removed",
"2 large shallots, thinly sliced",shallots,2,large,thinly sliced,
"2 x whole chicken, skin removed, jointed",whole chicken,2 x,,"skin removed, jointed",
300ml/7fl oz double cream,double cream,300 7,ml fl oz,,/
1 x 750g/1lb 10oz cooked brown crab,brown crab,1 x 750 1 10,g lb oz,cooked,/
60g/2¼ oz ricotta cheese,ricotta cheese,60 2.25,g oz,,/
1 tbsp mirin (sweet Japanese rice wine),mirin,1,tbsp,,(sweet Japanese rice wine)
"a few sprigs of various herbs, to garnish",various herbs,few,sprigs,,"a, of, to garnish"
"1 cucumber, cut in half lengthways, seeds scooped out using a spoon, flesh balled using a melon baller",cucumber,1,,"cut in half lengthways, seeds scooped out using a spoon",flesh balled using a melon baller
250g/10½oz smoked salmon,smoked salmon,250 10.5,g oz,,/
"1 litre/1¾ pints chicken stock, made from stock cube",chicken stock,1 1.75,litre pint,,made from stock cube litre/
½ head broccoli,broccoli,0.5,heads,,
1 tbsp natural yoghurt,natural yoghurt,1,tbsp,,
"110g/4½oz unsalted butter, diced",unsalted butter,110 4.5,g oz,diced,/
1-2 tsp ground paprika,ground paprika,1-2,tsp,,
"caster sugar or icing sugar, to dust",caster sugar or icing sugar,,,,to dust
400g/14½oz carrots,carrots,400 14.5,g oz,,/
"4 garlic cloves, crushed roughly with the flat side of a large knife",garlic,4,clove,crushed roughly with the flat side of a large knife,
250g/9oz Japanese panko breadcrumbs,Japanese panko breadcrumbs,250 9,g oz,,/
"1 ripe mango, roughly chopped",ripe mango,1,,roughly chopped,
"250g/9oz fresh chestnuts, skins pierced with a sharp knife, roasted and peeled",fresh chestnuts,250 9,g oz,"skins pierced with a sharp knife, roasted and peeled",/
"125ml/4fl oz coconut milk, chilled",coconut milk,125 4,ml fl oz,chilled,/
50g/1¾oz unsalted dry-roasted peanuts,unsalted dry-roasted peanuts,50 1.75,g oz,,/
"flaked almonds, lightly toasted",flaked almonds,,,lightly toasted,
"6 fresh figs, halved",fresh figs,6,,halved,
"1 tsp shichimi (seven spice pepper, available from specialist retailers)",shichimi,1,tsp,,"(7 spice pepper, available from specialist retailers)"
"2 cornichons, drained, finely chopped",cornichons,2,,"drained, finely chopped",
half a handful of coriander leaves,coriander leaves,half,handful,,"a, of"
"110g/4oz unsalted cold butter, diced",butter,110 4,g oz,"unsalted cold, diced",/
3 tsp chopped fresh flatleaf parsley,fresh flatleaf parsley,3,tsp,chopped,
250ml/9floz red wine vinegar,red wine vinegar,250 9,ml floz ,,/
100ml/3½fl oz condensed milk,condensed milk,100 3.5,ml fl oz,,/
"6 apples, cores removed, apples left whole, skin scored around the middle",apples,6,,"cores removed, apples left whole, skin scored around the middle",
"100g/3½oz haddock, skin removed, chopped",haddock,100 3.5,g oz,"skin removed, chopped",/
"4 whole chicken legs, each slashed four times on the skin side",whole chicken legs,4,,each slashed 4 times on the skin side,
50ml/1¾fl oz water,water,50 1.75,ml fl oz,,/
75ml/2½fl oz dark soy sauce,dark soy sauce,75 2.5,ml fl oz,,/
4 tbsp hot creamed horseradish sauce,hot creamed horseradish sauce,4,tbsp,,
"2-3 large potatoes, cut into cubes olive oil","potatoes, oil",2-3,large,cut into cubes olive,
4 crusty white rolls (optional),crusty white rolls,4,,,(optional)
3 tbsp Korean chilli paste (gochujang),Korean chilli paste,3,tbsp,,(gochujang)
"1 small swede, cut into 1cm/½in cubes",swede,1,small,cut into 1 cm / 0.5 in cubes,
85g/3oz breadcrumbs,breadcrumbs,85 3,g oz,,/
"4 sprigs lemon thyme, leaves picked (normal thyme also works)",lemon thyme,4,sprigs,leaves picked,(normal thyme also works)
"1 potato, cooked, finely diced",potato,1,,"cooked, finely diced",
"2cm/1in piece galangal (if galangal is not available, use double the quantity of fresh root ginger)",galangal,2 1,cm in piece,,"/ (if galangal is not available, use double the quantity of fresh root ginger)"
a ham bone,a ham bone,,,,
1 x 200ml/7fl oz carton crème fraîche,carton crème fraîche,1 x 200 7,ml fl oz,,/
"4 heads Little Gem lettuce, leaves separated",Little Gem lettuce,4,heads,leaves separated,
"400g/14oz floury potatoes, such as Maris Piper, peeled, diced",floury potatoes,400 14,g oz,"peeled, diced",such as Maris Piper /
"400g/14oz mixed wild mushrooms, roughly chopped",mixed wild mushrooms,400 14,g oz,roughly chopped,/
"1 small green papaya, peeled and chopped",green papaya,1,small,peeled and chopped,
"1 leg of lamb, bone in, approximately 2kg/4½lb",leg of lamb,1 2 4.5,kg lb,,bone in approximately /
3 thick slices bread,bread,3,thick slice,,
4 breast of chicken,breast of chicken,4,,,
"1 birds eye chilli, finely chopped",birds eye chilli,1,,finely chopped,
"vegetable oil, for deep-frying, plus 1 tbsp for frying",vegetable oil,,,,"for deep-frying, plus 1 tbsp for frying"
freshly grated black pepper,black pepper,,,freshly grated,
"1kg/2lb 3oz floury potatoes, such as King Edward or Maris Piper, peeled",floury potatoes,1 2 3,kg lb oz,peeled,such as King Edward or Maris Piper/
"75g/2½oz cashew nuts, crushed, plus extra, chopped, to serve",cashew nuts,75 2.5,g oz,"crushed, chopped","plus extra, to serve /"
4 x 400g/14oz cans whole plum tomatoes,whole plum tomatoes,4 x 400 14,can g oz,,/
250g/9oz strong plain flour,strong plain flour,250 9,g oz,,/
20g/3½oz butter,butter,20 3.5,g oz,,/
160g/5½oz white crab meat,white crab meat,160 5.5,g oz,,/
1 x 400g/14oz tin plum tomatoes,plum tomatoes,1 x 400 14,g oz tin ,,/
"2 white onions, finely sliced",white onions,2,,finely sliced,
"4 duck breasts, trimmed and fat scored",duck breasts,4,,trimmed and fat scored,
8 tbsp coffee liqueur,coffee liqueur,8,tbsp,,
"1 medium potato, peeled",potato,1,medium,peeled,
"300g/10½oz cauliflower, broken into florets",cauliflower,300 10.5,g oz,broken into florets,/
"4 fat sausages or 6 smaller ones, meat removed from the skins",fat sausages,4,,meat removed from the skins,or 6 smaller ones
"175g/6oz mature cheddar cheese, coarsely grated",mature cheddar cheese,175 6,g oz,coarsely grated,/
15ml-1 tbsp chilli oil,chilli oil,15 1,ml tbsp,,-
150ml/¼pint double cream,double cream,150 0.25,ml pint,,/
"2 small oranges, one thinly sliced, one cut in half",oranges,2,small,"1 thinly sliced, 1 cut in half",
"1 small fennel bulb, trimmed and finely chopped",fennel,1,small bulb,trimmed and finely chopped,
"1.5kg/3lb 5oz whiting fillet, skin removed and chopped",whiting fillet,1.5 3 5,kg lb oz,skin removed and chopped,/
"1 stalk lemongrass, roughly chopped",lemongrass,1,stalk,roughly chopped,
"500g/1lb 2oz gooseberries, halved",gooseberries,500 1 2,g lb oz,halved,/
250ml/9fl oz stout vinegar,stout vinegar,250 9,ml fl oz,,/
100ml/3½oz olive oil for cooking,olive oil,100 3.5,ml oz,,for cooking /
"85g/3oz fresh peas, out of their pods",fresh peas,85 3,g oz,,out of their pods/
"2 banana shallots, finely sliced",banana shallots,2,,finely sliced,
"25g/1oz Parmesan, finely grated",Parmesan,25 1,g oz,finely grated,/
1 x 1kg/2lb 4oz spring chicken,spring chicken,1 x 1 2 4,kg lb oz,,/
"1kg/2lb 4oz flatfish bones (such as brill, sole, plaice) or fillet (ask your fishmonger for bones)",flatfish bones,1 2 4,kg lb oz,,"(such as brill, sole, plaice) or fillet (ask your fishmonger for bones) /"
1.25ml/2¼tsp whole coriander seeds,whole coriander seeds,1.25 2.25,ml tsp,,/
1 thick slice rye bread,rye bread,1,thick slice,,
"85g/3oz cherry vine tomatoes, whole","cherry vine tomatoes, whole",85 3,g oz,,/
"2.5cm/1in piece fresh ginger, peeled and roughly chopped",fresh ginger,2.5 1,cm in piece,peeled and roughly chopped,/
2 tbsp gentlemen’s relish,gentlemen’s relish,2,tbsp,,
500g/1lb 2oz gooseberries,gooseberries,500 1 2,g lb oz,,/
50g/1½oz mascarpone,mascarpone,50 1.5,g oz,,/
carbonated mineral water,carbonated mineral water,,,,
80g/2¾oz black treacle,black treacle,80 2.75,g oz,,/
"1 free-range egg, plus 1 egg yolk, beaten together with a pinch of salt",free-range egg,1,,beaten together with a pinch of salt,plus 1 egg yolk
"4 tbsp bacon, finely chopped",bacon,4,tbsp,finely chopped,
"6 small chicken breasts, boned, skinned",chicken breasts,6,small,"boned, skinned",
50ml/2fl oz cold water,water,50 2,ml fl oz,cold,/
"1 lemon, finely grated zest and juice",lemon,1,,finely grated,zest and juice
75ml/2½fl oz bourbon,bourbon,75 2.5,ml fl oz,,/
"250g/9oz streaky bacon, three-quarters coarsely minced, one-quarter finely chopped",streaky bacon,250 9,g oz,"3 quarters coarsely minced, 1 quarter finely chopped",/
500ml/18fl oz vegetable or chicken stock,vegetable or chicken stock,500 18,ml fl oz,,/
"2 cucumbers, halved and thinly sliced",cucumbers,2,,halved and thinly sliced,
"400g/14oz baby spinach leaves, washed and drained",baby spinach leaves,400 14,g oz,washed and drained,/
2 tbsp pearl barley,pearl barley,2,tbsp,,
"1 tbsp miso paste, optional, but this will add extra depth to the sauce",miso paste,1,tbsp,,"optional, but this will add extra depth to the sauce"
35g/1¼oz coconut chips,coconut chips,35 1.25,g oz,,/
"500g/1lb 2oz baby leaf spinach, washed and well drained",baby leaf spinach,500 1 2,g lb oz,washed and well drained,/
"3 sticks rhubarb, chopped",rhubarb,3,sticks,chopped,
"1 tsp shelled walnuts, crushed",walnuts,1,tsp,"shelled, crushed",
"4 spring onions, cut into short lengths",spring onions,4,,cut into short lengths,
"2 slices country bread, small",country bread,2,slice,,small
"50g/2oz onion, finely chopped",onion,50 2,g oz,finely chopped,/
75g/2½oz basmati rice,basmati rice,75 2.5,g oz,,/
650g/1lb 5oz Italian 00 flour (strong white flour),Italian 00 flour,650 1 5,g lb oz,,(strong white flour) /
2 spring onions or a small leek,spring onions,2,,,or a small leek
70g/2½oz rocket,rocket,70 2.5,g oz,,/
1 tbsp kibbled onions (dried onion flakes),kibbled onions,1,tbsp,,(dried onion flakes)
"100g/3½oz chanterelle mushrooms, cleaned",chanterelle mushrooms,100 3.5,g oz,cleaned,/
400g/14oz quinoa,quinoa,400 14,g oz,,/
4-5 tbsp caster sugar,caster sugar,4-5,tbsp,,
"2 tbsp chopped fresh parsley, optional",fresh parsley,2,tbsp,chopped,optional
1½ tbsp tomato purée,tomato purée,1.5,tbsp,,
"¼ onion, grated",onion,0.25,,grated,
2 wild ducks,wild ducks,2,,,
¼ tsp mixed spice (or try a tiny pinch of nutmeg),mixed spice,0.25,tsp,,(or try a tiny pinch of nutmeg)
1 tsp vanilla paste,vanilla paste,1,tsp,,
"150g/5½oz smoked salmon, torn into pieces",smoked salmon,150 5.5,g oz,torn into pieces,/
½ vegetable stock cube,vegetable stock cube,0.5,,,
75ml/3fl oz den miso (see recipe above),den miso,75 3,ml fl oz,,(see recipe above) /
"1kg/2lb 2oz salmon fillet, trimmed, skin scored with a sharp knife, cut into four equal-sized fillets",salmon fillet,1 2 2,kg lb oz,"trimmed, skin scored with a sharp knife, cut into 4 equal-sized fillets",/
½-1 tsp sea salt flakes,sea salt flakes,0.5-1,tsp,,
"50g/1¾oz digestive biscuits, crushed",digestive biscuits,50 1.75,g oz,crushed,/
180ml/6fl oz milk,milk,180 6,ml fl oz,,/
"3 cloves garlic, crushed",garlic,3,clove,crushed,
2 tsp gram flour,flour,2,tsp gram,,
"1 chicken breast, skin on",chicken breast,1,,skin on,
½ tsp fresh thyme leaves,fresh thyme leaves,0.5,tsp,,
1 tbsp roughly torn fresh mint,fresh mint,1,tbsp,roughly torn,
"225g/8oz cherries, stoned",cherries,225 8,g oz,stoned,/
micro watercress,micro watercress,,,,
3 yellow peppers,yellow peppers,3,,,
sugar,sugar,,,,
"600g/1lb 5oz tinned, chopped tomatoes",tomatoes,600 1 5,g lb oz,"tinned, chopped",/
85g/3oz porridge oats,porridge oats,85 3,g oz,,/
caramel sauce,caramel sauce,,,,
150g/5½oz pork belly,pork belly,150 5.5,g oz,,/
1½ tbsp sunflower oil,sunflower oil,1.5,tbsp,,
½g saffron,saffron,0.5,g,,
