input,name,quantity,unit,size,preparation,comment,purpose
Italian olive oil,,,,,,,
250g/9oz mincemeat,,,,,,,
"500g/1lb 2oz chicken thighs, bone and skin removed, flesh cut into pieces",,,,,,,
"400g/14oz waxy potatoes, such as Desirée, peeled and cut into 2cm chunks",,,,,,,
"1 vanilla pod, cut in half lengthways, seeds scraped out (or 2 tsp vanilla bean paste)",,,,,,,
"2 large red chillies, finely sliced",,,,,,,
1 tsp rice wine,,,,,,,
"6 free-range eggs, separated",,,,,,,
"1 large cooking apple, peeled and cubed",,,,,,,
200g/7oz smoked roasted ham,,,,,,,
85g/3oz long grain rice,,,,,,,
2 slices ginger,,,,,,,
"2 lemons, juice from both and zest of 1 only",,,,,,,
"1 x bunch asparagus, stem trimmed and lower buds discarded",,,,,,,
"2 smallish onions, finely chopped",,,,,,,
"3 tbsp unsalted butter, softened, plus extra for greasing",,,,,,,
"1 large chicken, jointed into 12 pieces",,,,,,,
"2 tsp chana dal (a type of lentil from India, available in specialist Indian stores)",,,,,,,
"1 x 400g/14oz tin butter beans, rinsed and drained",,,,,,,
½ tsp rock salt,,,,,,,
40g/1½oz Japanese panko breadcrumbs,,,,,,,
100ml/3½fl oz chicken or vegetable stock,,,,,,,
250g/8¾oz tub mascarpone,,,,,,,
2 tbsp black treacle or molasses,,,,,,,
"small bunch fresh chives, chopped",,,,,,,
1.8g agar-agar,,,,,,,
100g/3½oz coconut sugar,,,,,,,
2-3 tbsp vinaigrette,,,,,,,
"rosemary, chopped, to taste",,,,,,,
300ml/10fl oz medium-sweet cider,,,,,,,
"30g/1oz shredded wheat cereal, crushed",,,,,,,
"650g/1lb 7oz butter, softened, plus extra for greasing",,,,,,,
150g/5¼oz chestnut mushrooms,,,,,,,
½ large onion,,,,,,,
"225g/8oz cheddar, grated",,,,,,,
"3 tbsp fish sauce, plus more to taste",,,,,,,
100g/3½oz fresh blueberries,,,,,,,
"3 large mild red chillies, deseeded, finely chopped",,,,,,,
knob unsalted butter,,,,,,,
"350g/12oz monkfish cheeks (if unavailable use normal monkfish, membrane removed, sliced into 2cm/1in thick pieces)",,,,,,,
75g/3oz lamb's lettuce,,,,,,,
"boiled rice, to serve",,,,,,,
50g/1¾oz soft dark brown sugar,,,,,,,
100ml/3½fl oz sweet sherry,,,,,,,
4 curry leaves,,,,,,,
"1 whole camembert, in its box",,,,,,,
small bunch chervil,,,,,,,
"5cm/2in piece root ginger, peeled and grated",,,,,,,
"1 vine tomato, halved",,,,,,,
8 large fresh basil leaves,,,,,,,
pinch onion powder,,,,,,,
"2 rabbit loins, 1 boneless and 1 rack of rabbit chops",,,,,,,
750g/1lb 10oz jar of chocolate hazelnut spread,,,,,,,
"225g/8oz unsalted butter, melted",,,,,,,
24 slices Scottish smoked salmon,,,,,,,
75ml/3fl oz double cream,,,,,,,
"2 tbsp fresh basil leaves, ripped",,,,,,,
1 fresh sage leaf,,,,,,,
"1 cucumber, peeled into long ribbons",,,,,,,
"20g/¾oz frisée lettuce, central leaves removed",,,,,,,
1kg/2lb 4oz sugar,,,,,,,
"handful mixed fresh herbs (parsley, coriander and mint)",,,,,,,
pinch of garam masala,,,,,,,
4 tbsp roughly chopped coriander leaves,,,,,,,
1kg/2lb 4oz caster sugar,,,,,,,
"1 lime, halved",,,,,,,
200ml/7fl oz Armagnac,,,,,,,
"1 pomegranate, seeds only, to serve",,,,,,,
40g/1½oz candied lemon (rind and pulp),,,,,,,
"2 green peppers, seeds removed, chopped into 3cm/1½in pieces",,,,,,,
"75g/2¾oz butter, diced",,,,,,,
"50g/2oz almonds, finely chopped",,,,,,,
600ml/1 pint pouring double cream,,,,,,,
fresh rosemary,,,,,,,
"½ small bunch parsley, finely chopped",,,,,,,
"500g/1lb 2oz salt cod, soaked overnight and rinsed thoroughly several times in fresh changes of water",,,,,,,
"2 slices pork fillet, about 1cm/½in thick",,,,,,,
"3 tbsp fresh chives, chopped",,,,,,,
"3 tbsp fresh coriander, to garnish (optional)",,,,,,,
"200g/7oz butter, cubed, plus extra for greasing",,,,,,,
"1.25kg/2lb 12oz floury potatoes, peeled and cubed",,,,,,,
"250ml/9fl oz double cream, at room temperature",,,,,,,
"450g/1lb ruby or Swiss chard, stems and broad ribs cut into 1cm/½in pieces, leaves finely sliced",,,,,,,
8 large good-quality sausages,,,,,,,
25ml/1fl oz Baileys or other Irish cream liqueur,,,,,,,
75ml/3fl oz balsamic vinegar,,,,,,,
20g/¾oz freshly grated ginger,,,,,,,
150ml/5fl oz Madeira wine,,,,,,,
"115g/4oz white chocolate, broken into pieces",,,,,,,
"3 red birdâs-eye chillies, seeds removed finely chopped",,,,,,,
"200g/7oz baby squid, cleaned",,,,,,,
175g/6oz mango purée,,,,,,,
"2 whole free-range eggs, beaten",,,,,,,
"750g/1lb 10oz waxy potatoes, such as Desiree, cut into thick 2cm/¾in slices",,,,,,,
300g/10½oz frozen raspberries,,,,,,,
"25g/1oz blanched hazelnuts, crushed",,,,,,,
50g/1¾oz light brown muscovado sugar,,,,,,,
"350g/12oz feta, crumbled",,,,,,,
"1 large free-range egg, plus 1 yolk, beaten lightly",,,,,,,
"100g/3½oz brown field mushrooms, roughly chopped",,,,,,,
200ml/7fl oz full-fat milk,,,,,,,
"1½ tsp salt flakes, ground",,,,,,,
"4 slices smoked streaky bacon, cut into big chunks",,,,,,,
"pinch dried chilli flakes, to taste",,,,,,,
"1 tbsp cumin seeds, ground",,,,,,,
"2 tbsp ginger, finely chopped",,,,,,,
"2 Baby Gem lettuce, leaves divided",,,,,,,
50g/2oz soft brown muscovado sugar,,,,,,,
55g/2oz mixed beans from tin,,,,,,,
560g/1lb 4oz unsalted butter,,,,,,,
8oz tuna steak,,,,,,,
"100g/3½oz buffalo mozzarella, sliced",,,,,,,
2 tsp chopped thyme leaves,,,,,,,
"1 medium pear, cut into 1cm/½in pieces",,,,,,,
"350g/12oz Brussels sprouts, trimmed",,,,,,,
"400g/14oz asparagus, finely chopped",,,,,,,
"4 garlic cloves, peeled but left whole",,,,,,,
150g/5½oz smoked lardons,,,,,,,
100g/3½oz medium egg noodles,,,,,,,
"dry sherry, to serve (optional)",,,,,,,
"150g/5½oz clams in their shells, cleaned",,,,,,,
3 tbsp iced water,,,,,,,
"2 sprigs fresh rosemary, same length as the chicken breast",,,,,,,
30ml/1fl oz first press rapeseed oil,,,,,,,
650g/1lb 7oz golden syrup,,,,,,,
"400g/14oz canned flageolet beans, drained and rinsed",,,,,,,
"dash Tabasco, to taste",,,,,,,
"1 lime, zest only, finely grated",,,,,,,
"12 tinned anchovies (preserved in oil), drained, finely chopped (optional)",,,,,,,
1 tsp chopped chives or tarragon,,,,,,,
"300g/10½oz boneless, skinless salmon fillet",,,,,,,
"½ mango, peeled and sliced",,,,,,,
"1 tsp grated, peeled fresh root ginger",,,,,,,
"1 small aubergine, chopped into 2.5cm/1in pieces",,,,,,,
150g/5oz crème fraîche,,,,,,,
"25g/1oz fresh root ginger, peeled and roughly chopped",,,,,,,
8 fresh beetroot,,,,,,,
"1 red chillies, thinly sliced",,,,,,,
"1 tbsp each chopped fresh basil, rosemary and mint",,,,,,,
10 wild garlic leaves,,,,,,,
75g/2½ oz raisins,,,,,,,
"a few sprigs fresh oregano, chopped (optional)",,,,,,,
1 tsp finely chopped fresh sage,,,,,,,
"½ lemon, cut into slices",,,,,,,
200g/7oz watercress leaves,,,,,,,
"40g/1½oz Braeburn apple, peeled, cut into 0.5cm/¼in dice",,,,,,,
"2 large garlic cloves, chopped",,,,,,,
200ml/7fl oz port,,,,,,,
"4 slices bacon, chopped",,,,,,,
"1 small butternut squash, peeled, seeds removed and chopped",,,,,,,
250g/9oz plain chocolate (about 46% cocoa solids),,,,,,,
"7.5cm/3in piece fresh root ginger, roughly chopped",,,,,,,
75g/2½oz fresh brown crab meat,,,,,,,
50g/2oz sugar,,,,,,,
5 cutlet rack of lamb,,,,,,,
6 fresh or dried shiitake mushrooms,,,,,,,
"1kg/2lb 4oz clarified butter, kept warm",,,,,,,
"2-4 chipotle chillies, chopped",,,,,,,
"½ cucumber, skin and seeds removed, finely diced",,,,,,,
50ml/2fl oz red vinegar,,,,,,,
650g/1lb 7oz Savoy cabbage,,,,,,,
¼ tsp cayenne pepper or chilli powder,,,,,,,
375g/13oz strawberry jam,,,,,,,
"375g/13oz medium carrots, peeled and cut into 1.5cm slices",,,,,,,
2 tbsp olive brine,,,,,,,
"½ sourdough loaf, crust removed, broken into breadcrumbs",,,,,,,
"1 small onion, finely grated",,,,,,,
"sea salt, for seasoning",,,,,,,
handful cooked black peas,,,,,,,
fresh coriander leaves to garnish,,,,,,,
shavings of plain chocolate,,,,,,,
625g/1lb 6oz fresh breadcrumbs,,,,,,,
"55g/2oz cheddar cheese, grated, plus extra for sprinkling",,,,,,,
4 x 175g/6oz portions sea bass,,,,,,,
"2 tomatoes, skinned, quartered and seeds removed",,,,,,,
"1 lime, finely grated zest only (optional)",,,,,,,
2kg/4lb 8oz courgettes,,,,,,,
2 tsp dark brown muscovado sugar,,,,,,,
25g/1oz butter (optional),,,,,,,
1 tsp gravy browning (optional),,,,,,,
"75g/3oz Manchego cheese, grated",,,,,,,
"40g/1½oz baby sweetcorn, chopped",,,,,,,
"1 peach, peeled and sliced",,,,,,,
"3 bay leaves, crumbled",,,,,,,
lamb’s lettuce,,,,,,,
"1 thumb-sized piece fresh root ginger, peeled and finely grated",,,,,,,
"2 pandan leaves, shredded, or 2 drops pandan or vanilla essence (available from some Asian grocers)",,,,,,,
"2 cucumbers, cut in half lengthways, each half cut lengthways into four long wedges",,,,,,,
"1 small Savoy cabbage, finely chopped",,,,,,,
"100g/3½oz banana shallots, cut into rings",,,,,,,
"½ small Savoy cabbage, root removed, leaves separated and washed",,,,,,,
"1 vanilla pod, seeds scraped out and retained",,,,,,,
"1 tbsp finely chopped thyme, leaves only",,,,,,,
"50g/2oz ground almonds, plus 1 tbsp for dusting",,,,,,,
300g/10½oz dark chocolate,,,,,,,
75g/3oz cooked turkey mince,,,,,,,
25g/½oz caster sugar,,,,,,,
100ml/3½ fl oz beer,,,,,,,
"2 large prawns, peeled, deveined and butterflied",,,,,,,
"250g/9oz butter, at room temperature, plus extra for greasing",,,,,,,
115g/4oz rocket leaves,,,,,,,
250g/9oz spaghetti,,,,,,,
100g/3½oz green olives,,,,,,,
2 pinches cracked sea salt,,,,,,,
175g/6oz cooked mussels,,,,,,,
125g/4½ oz plain chocolate,,,,,,,
5 tbsp stock,,,,,,,
250g tub mascarpone cheese,,,,,,,
3 parsnips,,,,,,,
"100g/3½oz Comté cheese, finely grated",,,,,,,
"½ tsp ajowan (carom seeds), crushed (also known as lovage )",,,,,,,
50g/1他oz bean sprouts,,,,,,,
"1 just-ripe mango, peeled, stone removed, flesh cut into cubes",,,,,,,
"250g/9oz pumpkin (such as Muscat de Provence or Iron Bar), peeled, cut into 2cm/1in cubes",,,,,,,
140g/5oz pancetta cubes,,,,,,,
1½ tsp lemon juice,,,,,,,
½ tsp smoked paprika,,,,,,,
200g/7oz dark muscovado sugar,,,,,,,
"1 tsp saffron threads, soaked in a little warm water",,,,,,,
110g/4oz wild garlic,,,,,,,
300ml/½ pint hot beef stock,,,,,,,
"300g//10½oz roasted red peppers from a jar, sliced",,,,,,,
"¼ watermelon, cut into bite-sized pieces",,,,,,,
"1 bunch asparagus, trimmed and cut into short lengths",,,,,,,
"1 small fennel bulb, outer leaves removed, flesh diced",,,,,,,
"25g/1oz cantuccini biscuits, crushed",,,,,,,
3 sausages,,,,,,,
"200g/7oz black chickpeas, sprouted or cooked",,,,,,,
"chicken or vegetable stock, to cover",,,,,,,
"500ml/18fl oz chicken stock, made with ½ chicken stock cube",,,,,,,
125g/4½oz natural yoghurt,,,,,,,
fresh thyme sprigs (optional),,,,,,,
100-125ml/3½-4fl oz warm water,,,,,,,
"300g/10½oz sirloin or rump steak, fat removed, cut into 1cm/½in-thick strips",,,,,,,
150ml/5fl oz gravy,,,,,,,
20 ratafia biscuits,,,,,,,
2 chilled champagne glasses,,,,,,,
"2 small, fresh red chillies, seeded and finely chopped",,,,,,,
"½ white cabbage, core removed, shredded",,,,,,,
"50g/1¾oz halibut, thinly sliced",,,,,,,
"2 carrots, peeled and cut into 3cm/1in chunks",,,,,,,
"2 tbsp finely chopped, fresh dill",,,,,,,
"1.75kg/3lb 14oz chicken, preferably corn-fed",,,,,,,
"1 large celeriac, washed thoroughly",,,,,,,
"1 green pepper, deseeded and chopped",,,,,,,
"600g/1lb 5¼oz firm ripe tomatoes, diced into small cubes, 0.5cm/¼in square",,,,,,,
250g/8¾oz medium rice noodles,,,,,,,
1 guinea fowl breast,,,,,,,
500g/1lb 2oz diced lamb shoulder,,,,,,,
"400g/14oz okra, wiped clean with damp kitchen roll, topped and tailed",,,,,,,
400g/14oz assorted mushrooms,,,,,,,
Belgian chocolate truffles,,,,,,,
"290ml/½ pint of canned unsweetened coconut milk, well stirred",,,,,,,
"½ large lemon, zest and juice only",,,,,,,
Manchego cheese shavings,,,,,,,
"50g/1¾oz smoked bacon, finely chopped",,,,,,,
75g/3oz raw peanuts,,,,,,,
"1 small waxy potato, cut into 1cm/½in cubes, skin roughly chopped",,,,,,,
"½ small garlic clove, finely chopped",,,,,,,
"25g/1oz fresh parsley, leaves picked",,,,,,,
a little beef stock,,,,,,,
330ml/11½fl oz good-quality cider,,,,,,,
"1 tsp roasted and salted almonds, chopped, to garnish",,,,,,,
1 x punnet pea shoots,,,,,,,
75ml-125ml/2½-4fl oz extra virgin olive oil,,,,,,,
1 tsp palm sugar (brown sugar may be used if palm sugar is unavailable),,,,,,,
500g/1lb 2oz dark chocolate (70 per cent cocoa solids),,,,,,,
"100g/3½oz firm tofu, cubed",,,,,,,
4 x 200g/7oz pieces brill with the bone in,,,,,,,
1 tsp rapeseed oil or ghee,,,,,,,
200g/7¼oz raspberries,,,,,,,
"2cm/1in fresh root ginger, peeled and finely chopped",,,,,,,
200ml/7fl oz water,,,,,,,
125g/4½oz frozen cranberries,,,,,,,
"2 duck breasts, skin scored in a criss-cross pattern",,,,,,,
"1 stick celery, thinly sliced",,,,,,,
5 tbsp cream sherry,,,,,,,
"1 x 340g/12oz (drained weight) jar cherries, drained, juice reserved",,,,,,,
"1 medium free-range egg, beaten with 2 tsp milk",,,,,,,
"1 small bunch flat leaf parsley, roughly chopped",,,,,,,
1 free-range egg white,,,,,,,
1 tbsp unsweetened cocoa powder,,,,,,,
5 small sprigs thyme,,,,,,,
"2 free-range eggs, hard-boiled, quartered",,,,,,,
pinch freshly grated nutmeg,,,,,,,
"light olive oil, for greasing",,,,,,,
"2 ox cheeks, trimmed and halved",,,,,,,
"200g/7oz medium English asparagus, trimmed",,,,,,,
"100g/3½oz mixed or chestnut mushrooms, sliced",,,,,,,
"2 garlic cloves, cut into slithers",,,,,,,
1 shot of Grappa,,,,,,,
250g/9oz ground polenta,,,,,,,
200ml/7¼fl oz coconut milk,,,,,,,
"½ tsp ground cinnamon, for dusting",,,,,,,
"2kg/4½lb leg of lamb, on the bone",,,,,,,
"200g/7oz salmon fillet, cut lengthways into 8 thin slices",,,,,,,
"225g/8oz pancetta or smoked streaky bacon, diced",,,,,,,
2 tbsp redcurrant jelly,,,,,,,
"4 banana shallots, halved and cut into thin wedges",,,,,,,
"1 roasted red pepper, cut into quarters",,,,,,,
"3 free-range eggs, preferable organic",,,,,,,
10 cherry tomatoes or 3 larger tomatoes,,,,,,,
"10 King Edward potatoes, peeled and cut into large chunks",,,,,,,
1 tbsp chopped spring onion,,,,,,,
25g/1oz walnut halves,,,,,,,
½ poussin,,,,,,,
340g/11¾oz jar of morello cherry jam,,,,,,,
100g/3½oz baby spinach leaves,,,,,,,
"1 litre/1¾ pints white chicken stock, hot",,,,,,,
"½ leek, white part only, finely chopped",,,,,,,
"1 large pineapple, peeled and cut into thick slices",,,,,,,
"2 tbsp fresh dill, chopped",,,,,,,
"4 pork sausages, cooked and sliced",,,,,,,
"4 tbsp capers, rinsed",,,,,,,
45g/1½ oz sea salt,,,,,,,
"8 slices white bread, crusts removed",,,,,,,
gold lustre dust (optional),,,,,,,
1 dried red chilli,,,,,,,
"100g/4oz fresh tomatoes, sliced",,,,,,,
"150g/5½oz brown shrimps, peeled",,,,,,,
75g/2½oz cocoa powder,,,,,,,
5g sugar,,,,,,,
200g/7oz soba noodles,,,,,,,
"1 medium leek, sliced",,,,,,,
"3 small red onions, peeled and cut into six wedges with the root intact",,,,,,,
2-3 tbsp sesame oil,,,,,,,
"40g/1½oz plain flour, plus extra for dusting",,,,,,,
200g/7fl oz caster sugar,,,,,,,
"1 large head of broccoli, broken into large florets",,,,,,,
"1 small handful fresh chives, chopped",,,,,,,
"400ml/14fl oz vegetable oil, to deep fry",,,,,,,
2 tbsp finely chopped shallot,,,,,,,
pinch of chopped marjoram,,,,,,,
1 tablespoon shredded suet (optional),,,,,,,
"200g/7oz baby sweetcorn, trimmed, halved diagonally",,,,,,,
"25g/1oz Parmesan shavings, to serve",,,,,,,
"1 large beefsteak tomato, sliced",,,,,,,
220g/8oz soft flour,,,,,,,
"1 fresh red chilli, finely sliced",,,,,,,
100ml/3½fl oz beef stock or brown chicken stock,,,,,,,
75g/2¾oz buckwheat flour,,,,,,,
4 female Barbary duck breasts,,,,,,,
"4 large eggs, lightly beaten",,,,,,,
"¼ watermelon, peeled",,,,,,,
2 tbsp caster sugar (optional),,,,,,,
"1 tbsp walnuts, chopped",,,,,,,
1 tbsp ground turmeric,,,,,,,
½ cucumber,,,,,,,
500g/1lb 2oz packet ready-made puff pastry,,,,,,,
1 large (800g/1¾lb) tin peaches in syrup,,,,,,,
"1 x 2.8kg/6lb salmon, skin removed and filleted into 2 pieces",,,,,,,
"200g/7oz basmati rice, cleaned and soaked in cold water for 30 minutes",,,,,,,
"500g/1lb 2oz chicken thighs, boneless and diced",,,,,,,
5 curry leaves,,,,,,,
"4 large banana shallots, halved",,,,,,,
"3 hot green chillies, finely chopped",,,,,,,
25g/1oz arrowroot or cornflour,,,,,,,
a pinch of salt,,,,,,,
"250g/9oz basmati rice, washed and soaked for 30 minutes, then drained",,,,,,,
"450g frozen summer fruits, defrosted",,,,,,,
7.5g/⅓oz caster sugar,,,,,,,
100g/3½oz picked white crabmeat,,,,,,,
270ml/9½fl oz double cream,,,,,,,
"2 red peppers, seeds removed, chopped",,,,,,,
"300g/11oz runner beans, trimmed and cut into 6cm/2.5in diagonal pieces",,,,,,,
"¼ root fresh turmeric, peeled and grated",,,,,,,
150ml/5fl oz fresh fish stock,,,,,,,
100g/3½oz grated gruyère cheese,,,,,,,
"olive oil, for roasting",,,,,,,
2 ready-cooked crab claws,,,,,,,
Per person you will need :,,,,,,,
"1 red chilli, finely chopped, for garnish",,,,,,,
100g/3½oz redcurrants,,,,,,,
2 x 400g/14oz cans red kidney beans in water (drain and discard the water from one of the cans),,,,,,,
2 tsp crushed garlic,,,,,,,
"55g/2oz block creamed coconut, grated",,,,,,,
"2 medium shallots, finely chopped",,,,,,,
100g/3½oz crabmeat,,,,,,,
100g/3½oz wild fennel,,,,,,,
micro coriander (optional),,,,,,,
splash of white wine,,,,,,,
"1 tbsp olive oil (not extra virgin), plus extra for greasing",,,,,,,
"100g/3½oz mussels, cleaned",,,,,,,
"balsamic vinegar, for drizzling",,,,,,,
225g/8oz cream cheese,,,,,,,
2 slices fresh thick white bread,,,,,,,
"about 9 ripe large plums, halved and stones removed",,,,,,,
"1 large free-range egg, beaten, for egg wash",,,,,,,
"3 large boneless chicken thigh, skin removed, cut into strips",,,,,,,
1 handful oregano leaves,,,,,,,
350ml/12oz double cream,,,,,,,
200g/7oz lamb mince,,,,,,,
pinch arrowroot,,,,,,,
12 pieces air-dried ham,,,,,,,
"50g/1¾oz butter, softened",,,,,,,
"1kg/2lb 4oz onions, thinly sliced",,,,,,,
"75g/3oz Parmesan (or a similar vegetarian hard cheese), grated",,,,,,,
"½ bunch radishes, preferably the French Breakfast variety",,,,,,,
"2 gelatine leaves, soaked in water for a few minutes until soft",,,,,,,
75ml/3fl oz pink grapefruit juice,,,,,,,
"handful fresh mint leaves (about 60-70 leaves), torn into pieces",,,,,,,
1 thick slice of black pudding,,,,,,,
2-3 tbsp coffee essence,,,,,,,
"4 oranges, 2 peeled, segmented and diced, 2 zested and juiced",,,,,,,
2 tbsp grapeseed oil,,,,,,,
1 tbsp white truffle oil,,,,,,,
1 corn on the cob,,,,,,,
2½ tbsp icing sugar,,,,,,,
"1 green courgette, shaped into balls using a melon baller",,,,,,,
5 tsp vegetable oil,,,,,,,
1 tbsp peppercorns,,,,,,,
5 whole strawberries,,,,,,,
"8 large or 12 small scallops removed from shells, cleaned and halved",,,,,,,
"125g/4½oz broad beans, double podded",,,,,,,
"250g/9oz butter, cut into cubes, at room temperature",,,,,,,
"200ml/7fl oz clotted cream, to serve",,,,,,,
100ml/3½fl oz Chardonnay vinegar,,,,,,,
ready-made onion chutney,,,,,,,
1 celeriac,,,,,,,
sweet short crust pastry case (or a packet of ready made sweet short crust pastry with 40g/1½oz crushed pecans mixed in),,,,,,,
100g/3½oz feta cheese,,,,,,,
65g/2¼oz caster sugar,,,,,,,
200g/7oz self-raising flour (white or wholemeal),,,,,,,
"1 medium onion, cut in half",,,,,,,
50g/1¾oz chickweed,,,,,,,
small handful grated pecorino,,,,,,,
3 large free-range eggs (organic if possible),,,,,,,
"1 tbsp fresh parsley, chopped",,,,,,,
"icing sugar and cocoa powder, for dusting",,,,,,,
20 peeled tiger prawns,,,,,,,
"500g/1lb 2oz boneless, skinless smoked haddock",,,,,,,
2 tbsp crushed sea salt,,,,,,,
"3 potatoes, peeled and thinly sliced",,,,,,,
"100g/3½oz white bread, crusts removed, dried and processed into breadcrumbs",,,,,,,
2 large Conference pears,,,,,,,
650ml/1pint 4fl oz chicken stock,,,,,,,
"115g/4½oz kalamata black olives, pitted",,,,,,,
"8 gherkins, drained, sliced",,,,,,,
"8 whole large prawns, heads and shells removed but reserved",,,,,,,
150g/5oz mature Lancashire cheese,,,,,,,
"1 lime, zest of half and juice",,,,,,,
"100g/3½oz gruyère cheese, coarsely grated",,,,,,,
"4 thick slices of good-quality white bread, crusts removed, cut into triangles",,,,,,,
"6 garlic cloves, roasted in their skins until soft",,,,,,,
"75g/2½ oz cheddar cheese, grated",,,,,,,
"12 new potatoes, diced and boiled",,,,,,,
"4 slices white bread, lightly toasted",,,,,,,
finely grated zest of 3 lemons,,,,,,,
"1 free-range egg, cold from the fridge",,,,,,,
"1 carrot, sliced",,,,,,,
"1 red onion, very finely sliced",,,,,,,
"225g/8oz bulgar wheat, soaked overnight in 570ml/1 pint water",,,,,,,
"2 large free-range eggs, beaten",,,,,,,
