Input,quantity,unit,item,comment
"1 tbsp Parmesan, finely grated",1,tbsp,Parmesan,finely grated
"1x 400 g can black beans, drained and rinsed",1x,400 g can,black beans,drained and rinsed
"1 large onion, chopped",1,large,onion,chopped
"2 medium onions, finely chopped",2,medium,onions,finely chopped
4 firm skinless white fish fillets,4,,firm skinless white fish fillets,
cumin,,,cumin,
"1 onion, chopped",1,,onion,chopped
"2 large eggs, lightly whisked",2,large,eggs,lightly whisked
"crusty bread, to serve",,,crusty bread,to serve
0.5 tsp light soy sauce,0.5,tsp,light soy sauce,
0.125 tsp red pepper flakes,0.125,tsp,red pepper flakes,
1x 400 g can butter beans,1x,400 g can,butter beans,
0.5 tsp sugar,0.5,tsp,sugar,
"Freshly ground black pepper, to taste",,,Freshly ground black pepper,to taste
"chapattis or naan bread, to serve",,,chapattis or naan bread,to serve
4 tbsp olive oil,4,tbsp,olive oil,
1 tsp freshly grated ginger,1,tsp,freshly grated ginger,
"1x 15 oz can whole corn kernels, drained",1x,15 oz can,whole corn kernels,drained
"1 large organic carrot, sliced in half lengthwise in the middle, half again, then 2 inch pieces on the angle",1,large,organic carrot,"sliced in half lengthwise in the middle, half again, then 2 inch pieces on the angle"
1 red onion,1,,red onion,
0.5 tsp cayenne,0.5,tsp,cayenne,
1 tsp salt,1,tsp,salt,
1.5 tsp dark soy sauce,1.5,tsp,dark soy sauce,
1 tub Betty Crocker Rich and Creamy vanilla frosting,1,tub,Betty Crocker Rich and Creamy vanilla frosting,
1 tsp paprika,1,tsp,paprika,
salt and pepper,,,salt and pepper,
"handful coriander, roughly chopped",,handful,coriander,roughly chopped
"2 tomatoes, chopped into chunks",2,,tomatoes,chopped into chunks
"5 medium potatoes, peeled and cut into 2 cm cubes",5,medium,potatoes,peeled and cut into 2 cm cubes
handful pine nuts,,handful,pine nuts,
2 tbsp water,2,tbsp,water,
750 g boneless skinless chicken thighs,750,g,boneless skinless chicken thighs,
"110 g chorizo, chopped",110,g,chorizo,chopped
"3 chicken breasts, cut into strips",3,,chicken breasts,cut into strips
"1 onion, chopped",1,,onion,chopped
"1x 410 g can chickpeas, rinsed and drained",1x,410 g can,chickpeas,rinsed and drained
1x 400 g can black beans,1x,400 g can,black beans,
1 tbsp olive oil,1,tbsp,olive oil,
"225 g chorizo, skinned and sliced",225,g,chorizo,skinned and sliced
"1 tsp fresh oregano, chopped",1,tsp,fresh oregano,chopped
"2 leeks, sliced",2,,leeks,sliced
1x 400 g can chickpeas,1x,400 g can,chickpeas,
250 g long-grain rice,250,g,long-grain rice,
1 tsp grated fresh ginger,1,tsp,grated fresh ginger,
freshly ground black pepper,,,freshly ground black pepper,
3 tbsp soft brown sugar,3,tbsp,soft brown sugar,
"150 g pappardelle, or other pasta of your choice",150,g,pappardelle,or other pasta of your choice
100 g blanched almonds,100,g,blanched almonds,
2 tbsp Greek bio yogurt,2,tbsp,Greek bio yogurt,
"1 lime, quartered",1,,lime,quartered
"1 red onion, onion",1,,red onion,onion
1 tsp smoky chipotle paste,1,tsp,smoky chipotle paste,
350 g rigatoni pasta,350,g,rigatoni pasta,
1 veg stock cube,1,,veg stock cube,
1 clove garlic,1,clove,garlic,
1 pinch crushed red pepper,1,pinch,crushed red pepper,
2x 400 g tin passata or crushed tomatoes,2x,400 g tin,passata or crushed tomatoes,
1 lemon,1,,lemon,
"1 green or red pepper, chopped",1,,green or red pepper,chopped
1 brown onion,1,,brown onion,
1 tsp ground cinnamon,1,tsp,ground cinnamon,
1.5 cups sugar,1.5,cups,sugar,
2 shots oil,2,,shots oil,
2 tbsps fresh lemon juice,2,tbsps,fresh lemon juice,
"1 clove garlic, finely grated or pounded",1,clove,garlic,finely grated or pounded
2 tbsp plain flour,2,tbsp,plain flour,
100 ml white wine,100,ml,white wine,
2 pinches sea salt,2,pinches,sea salt,
125 g softened butter,125,g,softened butter,
"1.5 litres hot chicken stock or veg stock, made with 2 stock cubes",1.5,litres,hot chicken stock or veg stock,made with 2 stock cubes
100 g couscous,100,g,couscous,
"400 g butterbeans, drained",400,g,butterbeans,drained
"1 red pepper, diced",1,,red pepper,diced
"1 fat red chilli, chopped",1,,fat red chilli,chopped
1 tsp Worcestershire sauce,1,tsp,Worcestershire sauce,
"2 spring onions, shredded",2,,spring onions,shredded
5.5 oz plain flour,5.5,oz,plain flour,
2 tsp olive oil,2,tsp,olive oil,
"zest of 1 lemon, juice of &frac12; and wedges to serve",,,zest of 1 lemon,juice of &frac12; and wedges to serve
1 large egg,1,large,egg,
"0.5 red chilli, deseeded",0.5,,red chilli,deseeded
0.5 tsp dried basil,0.5,tsp,dried basil,
350 g large cooked peeled prawns,350,g,large cooked peeled prawns,
1x 400 g tin of chopped tomatoes,1x,400 g tin,of chopped tomatoes,
700 g broccoli,700,g,broccoli,
1 onion,1,,onion,
2 skinless white fish fillets,2,,skinless white fish fillets,
"1 small onion, finely chopped",1,small,onion,finely chopped
"2 cm root ginger, finely chopped",2,cm,root ginger,finely chopped
"fat-free natural greek yogurt and bread, to serve",,,fat-free natural greek yogurt and bread,to serve
"2 onions, chopped",2,,onions,chopped
"1 onion, cut into wedges",1,,onion,cut into wedges
0.5 tsp Tabasco sauce,0.5,tsp,Tabasco sauce,
1 tsp dried thyme,1,tsp, dried thyme,
1 tbsp toasted sesame oil,1,tbsp,toasted sesame oil,
1x 400 g can cherry tomatoes,1x,400 g can,cherry tomatoes,
0.25 tsp xanthan gum,0.25,tsp,xanthan gum,
olive oil,,,olive oil,
320 g tagliatelle,320,g,tagliatelle,
0.5 tsp chilli flakes (optional),0.5,tsp,chilli flakes (optional),
"1 green pepper, deseeded and finely diced",1,,green pepper,deseeded and finely diced
500 g turkey thigh mince,500,g,turkey thigh mince,
1 tbsp grated Parmesan,1,tbsp,grated Parmesan,
"1 clove garlic, peeled",1,clove,garlic,peeled
"2 tbsp fresh oregano, chopped",2,tbsp,fresh oregano,chopped
2 mugs rice,2,mugs,rice,
"350 g rump, sirloin or topside beef, cut into stips",350,g,"rump, sirloin or topside beef",cut into stips
0.5 tsp salt,0.5,tsp,salt,
"3 sticks celery, finely chopped",3,sticks,celery,finely chopped
1 can cannellini beans,1,can,cannellini beans,
0.25 tsp garlic powder,0.25,tsp,garlic powder,
"1 potato, cut into 1cm cubes",1,,potato,cut into 1cm cubes
"0.5 small pack of parsley, chopped",0.5,small pack,of parsley,chopped
100 g half-fat creme fraiche,100,g,half-fat creme fraiche,
"1 yellow/orange pepper, cut into small chunks",1,,yellow/orange pepper,cut into small chunks
0.25 tsp ground ginger,0.25,tsp,ground ginger,
"3 onions, chopped",3,,onions,chopped
"2 red onions, sliced",2,,red onions,sliced
1 onion,1,,onion,
50 g cube butter,50,g,cube butter,
300 ml dry cider,300,ml,dry cider,
250 ml hot chicken stock,250,ml,hot chicken stock,
4 pork loin fillet,4,,pork loin fillet,
0.5 tsp chilli flakes,0.5,tsp,chilli flakes,
150 ml pot soured cream,150,ml,pot soured cream,
250 ml lamb stock,250,ml,lamb stock,
"3 spring onions, sliced",3,,spring onions,sliced
"1 medium onion, sliced",1,medium,onion,sliced
"2 fat cloves garlic, finely chopped",2,fat cloves,garlic,finely chopped
"2 cloves garlic, finely sliced",2,cloves,garlic,finely sliced
"6 skinless salmon fillets, about 100 g each",6,,skinless salmon fillets,about 100 g each
2.5 tsp ground cumin,2.5,tsp,ground cumin,
"1 clove garlic, crushed",1,clove,garlic,crushed
"2 leeks, thickly sliced",2,,leeks,thickly sliced
"1 clove garlic, chopped finely",1,clove,garlic,chopped finely
"1 onion, finely chopped",1,,onion,finely chopped
120 g pancetta lardons,120,g,pancetta lardons,
225 g dried or fresh capellini,225,g,dried or fresh capellini,
900 ml vegetable stock - check if gluten free if needed,900,ml,vegetable stock - check if gluten free if needed,
1 tsp chopped fresh root ginger,1,tsp,chopped fresh root ginger,
125 g fine rice noodles,125,g,fine rice noodles,
400 g icing sugar,400,g,icing sugar,
"4 spring onions, sliced",4,,spring onions,sliced
3 tsp sunflower oil,3,tsp,sunflower oil,
"225 g strong white bread flour, plus more to dust",225,g,strong white bread flour,plus more to dust
"2 large plum tomatoes, coarsely grated",2,large,plum tomatoes,coarsely grated
2 peppers,2,,peppers,
4 green onions,4,,green onions,
"3 large cloves garlic, thinly sliced",3,large cloves,garlic,thinly sliced
"2 really big carrots, halved lengthways then very chunkily sliced",2,really big,carrots,halved lengthways then very chunkily sliced
4 tbsp dry white wine,4,tbsp,dry white wine,
"175 g mangetout, halved lengthways",175,g,mangetout,halved lengthways
1 tsp ground coriander seed,1,tsp,ground coriander seed,
2 tbsp pesto,2,tbsp,pesto,
0.5 mug basmati rice,0.5,mug,basmati rice,
2 cups cooked basmati or jasmine rice,2,cups,cooked basmati or jasmine rice,
"100 g fresh spinach, roughly chopped",100,g,fresh spinach,roughly chopped
500 g passata,500,g,passata,
"0.5 red onion, grated",0.5,,red onion,grated
"2 eggs, beaten",2,,eggs,beaten
"1 fat red chilli, deseeded and finely chopped",1,,fat red chilli,deseeded and finely chopped
500 g lean turkey breast mince,500,g,lean turkey breast mince,
"1 clove garlic, grated",1,clove,garlic,grated
1 tsp olive oil,1,tsp,olive oil,
"2 sprigs thyme, leaves picked",2,sprigs,thyme,leaves picked
1 clove garlic,1,clove,garlic,
"1x 400 g tin chickpeas, drained well and patted dry",1x,400 g tin,chickpeas,drained well and patted dry
"4 cloves of garlic, finely chopped",4,cloves,of garlic,finely chopped
1 tsp chilli powder,1,tsp,chilli powder,
pinch of chilli flakes (optional),,pinch,of chilli flakes (optional),
1 tbsp rapeseed oil,1,tbsp,rapeseed oil,
0.5 tsp ground turmeric,0.5,tsp,ground turmeric,
sea salt and freshly ground black pepper,,,sea salt and freshly ground black pepper,
4 large egg yolks,4,large,egg yolks,
1 tsp dried oregano,1,tsp,dried oregano,
1 mug peas,1,mug,peas,
olive oil,,,olive oil,
2 cloves of garlic,2,cloves,of garlic,
"1 tbsp thyme leaf, chopped",1,tbsp,thyme leaf,chopped
2 tbsp chopped parsley (optional),2,tbsp,chopped parsley (optional),
"1.4 kg russet potatoes, scrubbed and pierced all over with a fork",1.4,kg,russet potatoes,scrubbed and pierced all over with a fork
"1x 400 g tin chickpeas, rinsed and drained",1x,400 g tin,chickpeas,rinsed and drained
1 tbsp vegetable oil,1,tbsp,vegetable oil,
500 g puff pastry,500,g,puff pastry,
a few coriander leaves,,a few,coriander leaves,
2 tbsp freshly chopped basil,2,tbsp,freshly chopped basil,
"1 red onion, finely sliced",1,,red onion,finely sliced
1x 320 g Jus-Rol puff pastry sheet,1x,320 g,Jus-Rol puff pastry sheet,
5 tbsp double cream,5,tbsp,double cream,
1 tbsp chopped rosemary leaves,1,tbsp,chopped rosemary leaves,
"0.5 small avocado, sliced",0.5,small,avocado,sliced
2 bay leaves,2,,bay leaves,
oil to fry,,,oil to fry,
100 g white sugar,100,g,white sugar,
1.5 mugs basmati rice,1.5,mugs,basmati rice,
2 tsp smoked paprika,2,tsp,smoked paprika,
150 g shredded kale,150,g,shredded kale,
"2 tomatoes, chopped",2,,tomatoes,chopped
"1 large onion, finely chopped",1,large,onion,finely chopped
"2 sprigs rosemary, leaves finely chopped",2,sprigs,rosemary,leaves finely chopped
1 tsp caster sugar,1,tsp,caster sugar,
"1 clove garlic, chopped",1,clove,garlic,chopped
0.5 tsp grated nutmeg,0.5,tsp,grated nutmeg,
2 tsp soy sauce,2,tsp,soy sauce,
"Lavash bread, for serving (optional)",,,Lavash bread,for serving (optional)
"4 shallots, quartered",4,,shallots,quartered
1 tsp turmeric,1,tsp,turmeric,
3-4 sheets filo pastry,3-4,sheets,filo pastry,
"1 lb cherry tomatoes, the sweetest you can find, cut in half",1,lb,cherry tomatoes,"the sweetest you can find, cut in half"
1 tsp sesame oil,1,tsp,sesame oil,
"4 spring onions, chopped",4,,spring onions,chopped
"1 small bunch mint, leaves picked and finely chopped",1,small bunch,mint,leaves picked and finely chopped
"1 medium onion, cut into wedges",1,medium,onion,cut into wedges
500 g loin of pork,500,g,loin of pork,
"2-3 tsp chilli powder, mild or hot according to your taste)",2-3,tsp,chilli powder,mild or hot according to your taste)
30 g cornstarch,30,g,cornstarch,
600 ml milk,600,ml,milk,
4 medium tomatoes,4,medium,tomatoes,
"300 g Savoy cabbage, shredded",300,g,Savoy cabbage,shredded
"250 g cherry tomatoes, each cut into 4",250,g,cherry tomatoes,each cut into 4
2.75 cups tomato puree,2.75,cups,tomato puree,
2 tsp each of ground cumin and coriander,2,tsp,each of ground cumin and coriander,
2 pinches of sugar,2,pinches,of sugar,
1 mug water,1,mug,water,
"6 spring onions, sliced",6,,spring onions,sliced
"250 g cherry tomatoes, halved",250,g,cherry tomatoes,halved
100 ml water,100,ml,water,
30 ml sunflower oil,30,ml,sunflower oil,
"350 g cauliflower florets, plus any leaves, torn",350,g,cauliflower florets,"plus any leaves, torn"
1 mug of water + 1 fish stock cube,1,mug,of water + 1 fish stock cube,
pinch smoked paprika,,pinch,smoked paprika,
400 g penne pasta,400,g,penne pasta,
1.5 tsp turmeric,1.5,tsp,turmeric,
"1 clove garlic, minced",1,clove,garlic,minced
"handful of coriander leaves, chopped",,handful,of coriander leaves,chopped
"soured cream and warm flour tortillas, to serve",,,soured cream and warm flour tortillas,to serve
1 tbsp tomato puree,1,tbsp,tomato puree,
"2 sprigs rosemary, leaves picked",2,sprigs,rosemary,leaves picked
zest 1 lemon,,,zest 1 lemon,
"1 onion, chopped",1,,onion,chopped
2 skinless chicken breast fillets,2,,skinless chicken breast fillets,
200 g pearl barley,200,g,pearl barley,
"small bunch parsley, roughly chopped",,small bunch,parsley,roughly chopped
"2x 400 g cans black beans, drained and rinsed",2x,400 g cans,black beans,drained and rinsed
"1 cup cucumber, julienned",1,cup,cucumber,julienned
1 tbsp olive oil,1,tbsp,olive oil,
75 g frozen peas,75,g,frozen peas,
"800 g white potatoes, peeled and chopped into 2-3 cm cubes",800,g,white potatoes,peeled and chopped into 2-3 cm cubes
140 g frozen peas with mint,140,g,frozen peas with mint,
400 g spicy pork sausages,400,g,spicy pork sausages,
"1 red chilli, deseeded and finely chopped",1,,red chilli,deseeded and finely chopped
"5 medium mushrooms, diced fairly small",5,medium,mushrooms,diced fairly small
"1 onion, finely chopped",1,,onion,finely chopped
1 tsp turmeric,1,tsp,turmeric,
1 tsp ground coriander,1,tsp,ground coriander,
2 tbsp tomato puree,2,tbsp,tomato puree,
3-5 slices pickled jalapeños from a jar,3-5,slices,pickled jalapeños from a jar,
3.5 tbsp red wine vinegar,3.5,tbsp,red wine vinegar,
2x 400 g tin diced tomatoes,2x,400 g tin,diced tomatoes,
"1 3"" piece fresh ginger",1,"3"" piece",fresh ginger,
250 g pork mince,250,g,pork mince,
0.25 tsp paprika,0.25,tsp,paprika,
100 g grated mozzarella cheese,100,g,grated mozzarella cheese,
"100 g cold butter, cut into small cubes",100,g,cold butter,cut into small cubes
350 g short pasta shapes such as penne,350,g,short pasta shapes such as penne,
4 tbsp grated Parmesan cheese,4,tbsp,grated Parmesan cheese,
"1.2 l chicken stock, made using 2 cubes or stockpots",1.2,l,chicken stock,made using 2 cubes or stockpots
2 tbsp freshly grated ginger,2,tbsp,freshly grated ginger,
2 tbsp sugar,2,tbsp,sugar,
"0.5 small bunch mint, chopped",0.5,small bunch,mint,chopped
"zest and juice 1 unwaxed lemon, quartered",,,zest and juice 1 unwaxed lemon,quartered
1x 80 g pack crayfish or 150 g small prawns,1x,80 g pack,crayfish or 150 g small prawns,
3 tbsp vegetable oil,3,tbsp,vegetable oil,
sprouting broccoli,,,sprouting broccoli,
"cooked rice, to serve",,,cooked rice,to serve
"1 tbsp fresh coriander leaves, to garnish",1,tbsp,fresh coriander leaves,to garnish
500 g spaghetti,500,g,spaghetti,
40 g unsalted butter,40,g,unsalted butter,
"1 lemon, zested",1,,lemon,zested
"lime wedges, to serve",,,lime wedges,to serve
400 g cooked prawns,400,g,cooked prawns,
"3 vine-ripe tomatoes, deseeded and chopped",3,,vine-ripe tomatoes,deseeded and chopped
1 tbsp cumin,1,tbsp,cumin,
"6 spring onions, chopped",6,,spring onions,chopped
"400 g Portobello mushrooms, sliced 1 cm thick",400,g,Portobello mushrooms,sliced 1 cm thick
1 mango,1,,mango,
"3 medium parsnips, peeled and cut into wedges, or 200 g baby parsnips scrubbed",3,medium,parsnips,"peeled and cut into wedges, or 200 g baby parsnips  scrubbed"
1 tbsp tomato puree,1,tbsp,tomato puree,
"5 medium potatoes, peeled and cut into 2 cm chunks",5,medium,potatoes,peeled and cut into 2 cm chunks
"20 g parsley, finely chopped",20,g,parsley,finely chopped
1.2 l hot vegetable stock,1.2,l,hot vegetable stock,
0.25 cup shredded sweetened coconut,0.25,cup,shredded sweetened coconut,
1 tsp cornflour,1,tsp,cornflour,
"200 g spinach, roughly chopped",200,g,spinach,roughly chopped
2 tbsp olive oil,2,tbsp,olive oil,
1 tbsp rapeseed oil,1,tbsp,rapeseed oil,
0.5 cup olive oil,0.5,cup,olive oil,
"4 medium eggs, at room temperature",4,medium,eggs,at room temperature
1 l vegetable stock,1,l,vegetable stock,
2 tsp garam masala,2,tsp,garam masala,
4 boneless skinless chicken breasts,4,,boneless skinless chicken breasts,
6 pork sausages,6,,pork sausages,
"2x 400 g cans black beans, drained and rinsed",2x,400 g cans,black beans,drained and rinsed
"1 stalk lemongrass, finely chopped",1,stalk,lemongrass,finely chopped
2 cups water,2,cups,water,
"500 g salmon, skinned, de-boned",500,g,salmon,"skinned, de-boned"
salt and pepper,,,salt and pepper,
bunch mint,,bunch,mint,
"600 g floury potatoes, unpeeled cut into chunks",600,g,floury potatoes,unpeeled  cut into chunks
20 g bunch flat-leaf parsley,20,g,bunch flat-leaf parsley,
