input,quantity,unit,item,comment
"160 ml coconut cream (or 75 g creamed coconut, broken into pieces)",160,ml,"coconut cream (or 75 g creamed coconut, broken into pieces)",
"750 ml vegetable stock, made from stock cube",750,ml,vegetable stock,made from stock cube
200 g rice,200,g,rice,
salt and black pepper,,,salt and black pepper,
50 g couscous,50,g,couscous,
2 tbsp sultanas or raisins,2,tbsp,sultanas or raisins,
"0.5 clove garlic, finely grated",0.5,clove,garlic,finely grated
"1 red pepper and 0.5 yellow or orange pepper, deseeded and quartered",1,,red pepper and 0.5 yellow or orange pepper,deseeded and quartered
"0.5 lemon, cut into wedges",0.5,,lemon,cut into wedges
1 tsp olive oil,1,tsp,olive oil,
2 tbsp chopped parsley or coriander leaves,2,tbsp,chopped parsley or coriander leaves,
"200 g feta, broken into 1-2 cm pieces",200,g,feta,broken into 1-2 cm pieces
0.5 tsp chilli flakes,0.5,tsp,chilli flakes,
"4 tsp fennel seeds, toasted and lightly crushed",4,tsp,fennel seeds,toasted and lightly crushed
75 ml olive oil,75,ml,olive oil,
250 g orzo,250,g,orzo,
"3 cloves garlic, crushed",3,cloves,garlic,crushed
3 strips finely shaved orange skin,3,strips,finely shaved orange skin,
1x 400 g tin chopped tomatoes,1x,400 g tin,chopped tomatoes,
500 ml vegetable stock,500,ml,vegetable stock,
400 g raw shell-off prawns,400,g,raw shell-off prawns,
"30 g basil leaves, roughly shredded",30,g,basil leaves,roughly shredded
salt and black pepper,,,salt and black pepper,
"400 g chicken breast, thinly sliced",400,g,chicken breast,thinly sliced
0.5 tbsp vegetable oil,0.5,tbsp,vegetable oil,
"200 g aubergine, cubed",200,g,aubergine,cubed
"200 g mushrooms, chopped",200,g,mushrooms,chopped
Blue dragon thai green curry pack,,,Blue dragon thai green curry pack,
fish sauce,,,fish sauce,
pinch of caster sugar,,pinch,of caster sugar,
0.5 mug rice,0.5,mug,rice,
4 tbsp olive oil,4,tbsp,olive oil,
"2 large onions, halved and sliced",2,large,onions,halved and sliced
"3 cloves garlic, crushed",3,cloves,garlic,crushed
"thumb-sized piece root ginger, peeled",,thumb-sized piece,root ginger,peeled
1 tsp paprika,1,tsp,paprika,
0.5 tsp cayenne,0.5,tsp,cayenne,
"2 red chillies, deseeded and sliced",2,,red chillies,deseeded and sliced
"2 red peppers, deseeded and sliced",2,,red peppers,deseeded and sliced
"250 g red cabbage, shredded",250,g,red cabbage,shredded
"1 kg sweet potatoes, peeled and chopped into chunks",1,kg,sweet potatoes,peeled and chopped into chunks
300 g passata,300,g,passata,
400 ml coconut milk,400,ml,coconut milk,
2 tbsp peanut butter,2,tbsp,peanut butter,
1 tbsp olive oil,1,tbsp,olive oil,
"1 kg ground turkey, white and dark combined",1,kg,ground turkey,white and dark combined
2 cups coarsely chopped onions,2,cups,coarsely chopped onions,
2 tbsp chopped garlic,2,tbsp,chopped garlic,
"1 large sweet red pepper, cored, deveined and coarsely chopped",1,large,sweet red pepper,"cored, deveined and coarsely chopped"
1 cup chopped celery,1,cup,chopped celery,
"1 jalapeno pepper, cored, deveined and finely chopped",1,,jalapeno pepper,"cored, deveined and finely chopped"
"1 tbsp fresh oregano, chopped, or 1 tablespoon dried",1,tbsp,fresh oregano,"chopped, or 1 tablespoon  dried"
2 bay leaves,2,,bay leaves,
3 tbsp chilli powder,3,tbsp,chilli powder,
2 tsp ground cumin,2,tsp,ground cumin,
3 cups canned diced tomatoes,3,cups,canned diced tomatoes,
"2 cups chicken broth, fresh or canned",2,cups,chicken broth,fresh or canned
"salt and freshly ground pepper, to taste",,,salt and freshly ground pepper,to taste
"2x 400 g cans red kidney beans, drained",2x,400 g cans,red kidney beans,drained
2 cups shredded cheddar cheese,2,cups,shredded cheddar cheese,
1 cup sour cream (optional),1,cup,sour cream (optional),
sliced lime for garnish (optional),,,sliced lime for garnish (optional),
4 tbsp soft brown sugar,4,tbsp,soft brown sugar,
2 tbsp freshly grated ginger,2,tbsp,freshly grated ginger,
0.5x 190 ml bottle sweet chilli sauce,0.5x,190 ml bottle,sweet chilli sauce,
4 tbsp mirin or white wine vinegar,4,tbsp,mirin or white wine vinegar,
juice of 2 limes,,,juice of 2 limes,
0.5 mug water,0.5,mug,water,
1 tsp cornflour,1,tsp,cornflour,
"3 chicken breasts, cut into thin strips",3,,chicken breasts,cut into thin strips
1.5 mugs basmati rice,1.5,mugs,basmati rice,
"200 g mangetout, cut into thin strips",200,g,mangetout,cut into thin strips
1 tbsp olive oil,1,tbsp,olive oil,
"1 fat red chilli, chopped (optional)",1,,fat red chilli,chopped (optional)
70 g softened butter,70,g,softened butter,
100 g white sugar,100,g,white sugar,
zest of 2 lemons,,,zest of 2 lemons,
1 medium egg,1,medium,egg,
1.5 tbsp lemon juice,1.5,tbsp,lemon juice,
150 g all purpose flour,150,g,all purpose flour,
1 tsp baking powder,1,tsp,baking powder,
yellow food colouring (optional),,,yellow food colouring (optional),
powdered sugar to coat,,,powdered sugar to coat,
"1 brown onion, finely diced",1,,brown onion,finely diced
"2 cloves garlic, minced",2,cloves,garlic,minced
"2 carrots, peeled and grated",2,,carrots,peeled and grated
"1 stalk celery stalk, finely diced",1,stalk,celery stalk,finely diced
"2 tbsp fresh oregano, chopped",2,tbsp,fresh oregano,chopped
0.5 cup red wine,0.5,cup,red wine,
0.5 cup red split lentils,0.5,cup,red split lentils,
0.25 cup tomato paste,0.25,cup,tomato paste,
2x 400 g cans canned chopped tomatoes,2x,400 g cans,canned chopped tomatoes,
1-2 tsp brown sugar,1-2,tsp,brown sugar,
2 tsp balsamic vinegar,2,tsp,balsamic vinegar,
2 tsp soy sauce (gluten-free if required),2,tsp,soy sauce (gluten-free if required),
0.5 tsp salt,0.5,tsp,salt,
2 cups water,2,cups,water,
0.25 cup sliced pitted olives,0.25,cup,sliced pitted olives,
"400 g pappardelle pasta (fresh or dried), gluten-free if required",400,g,pappardelle pasta (fresh or dried),gluten-free if required
"0.5 cup pine nuts, toasted",0.5,cup,pine nuts,toasted
0.25 cup fresh basil leaves,0.25,cup,fresh basil leaves,
"0.25 cup parmesan cheese, finely grated or shaved (omit for dairy-free)",0.25,cup,parmesan cheese,finely grated or shaved (omit for dairy-free)
455 g lean ground pork,455,g,lean ground pork,
1 small sweet potato,1,small,sweet potato,
0.5 small red onion finely diced,0.5,small,red onion finely diced,
"handful fresh coriander, finely chopped",,handful,fresh coriander,finely chopped
"pinch salt, optional",,pinch,salt,optional
0.25 tsp ground ginger,0.25,tsp,ground ginger,
0.25 tsp onion powder,0.25,tsp,onion powder,
0.25 tsp garlic powder,0.25,tsp,garlic powder,
olive oil,,,olive oil,
4 tbsp hoisin sauce,4,tbsp,hoisin sauce,
4 tbsp passata,4,tbsp,passata,
2 tbsp water,2,tbsp,water,
"1 small cauliflower, broken into small florets",1,small,cauliflower,broken into small florets
"2 sweet potatoes, peeled and cut into bitesized chunks",2,,sweet potatoes,peeled and cut into bitesized chunks
"1 large onion, sliced",1,large,onion,sliced
Low-calorie cooking spray,,,Low-calorie cooking spray,
800 ml hot vegetable stock,800,ml,hot vegetable stock,
2 tbsp curry powder,2,tbsp,curry powder,
2 whole dried red Kashmiri chillies,2,,whole dried red Kashmiri chillies,
0.5 tsp saffron strands,0.5,tsp,saffron strands,
2 tsp cumin seeds,2,tsp,cumin seeds,
1 tsp black mustard seeds,1,tsp,black mustard seeds,
1 cinnamon stick,1,,cinnamon stick,
"4 green cardamom pods, lightly crushed",4,,green cardamom pods,lightly crushed
2 cloves,2,,cloves,
400 g dried basmati rice,400,g,dried basmati rice,
"200 g green beans, halved",200,g,green beans,halved
juice of 1 lemon,,,juice of 1 lemon,
2 tbsp each of chopped fresh coriander and mint leaves,2,tbsp,each of chopped fresh coriander and mint leaves,
150 g fat-free natural yogurt,150,g,fat-free natural yogurt,
"0.5 cucumber, deseeded and coarsely grated",0.5,,cucumber,deseeded and coarsely grated
pinch of paprika,,pinch,of paprika,
2 tsp rogan josh curry paste,2,tsp,rogan josh curry paste,
2 mugs boiling water,2,mugs,boiling water,
1 mug couscous,1,mug,couscous,
50 g sultanas,50,g,sultanas,
"250 g smoked mackerel fillets, skinned and flaked",250,g,smoked mackerel fillets,skinned and flaked
4 spring onions,4,,spring onions,
"0.5 red pepper, chopped",0.5,,red pepper,chopped
"2 tomatoes, chopped",2,,tomatoes,chopped
1 tbsp freshly chopped coriander,1,tbsp,freshly chopped coriander,
"0.5 cucumber, diced",0.5,,cucumber,diced
juice of lemon,,,juice of lemon,
2 tbsp sunflower oil,2,tbsp,sunflower oil,
"1 onion, finely chopped",1,,onion,finely chopped
"4 cloves garlic, very finely chopped",4,cloves,garlic,very finely chopped
1 tbsp ground cumin,1,tbsp,ground cumin,
1 tbsp ground coriander,1,tbsp,ground coriander,
"small pinch cayenne pepper, more if you want it spicier",,small pinch,cayenne pepper,more if you want it spicier
1 tsp dried oregano,1,tsp,dried oregano,
500 g beef mince,500,g,beef mince,
pinch golden caster sugar,,pinch,golden caster sugar,
1 tbsp wine vinegar or cider vinegar,1,tbsp,wine vinegar or cider vinegar,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
"1x 400 g can black beans or kidney beans, with the can water",1x,400 g can,black beans or kidney beans,with the can water
8 flour or corn tortillas,8,,flour or corn tortillas,
500 g cooked rice,500,g,cooked rice,
"a selection of sliced avocado or guacamole, chopped tomatoes, soured cream, shredded lettuce, sliced red onion, grated cheddar, sliced red chilli and lime halves, to serve",,,"a selection of sliced avocado or guacamole, chopped tomatoes, soured cream, shredded lettuce, sliced red onion, grated cheddar, sliced red chilli and lime halves, to serve",
1 tbsp olive oil,1,tbsp,olive oil,
4 good quality pork sausages,4,,good quality pork sausages,
"2 courgettes, sliced on the diagonal then chopped into batons",2,,courgettes,sliced on the diagonal then chopped into batons
"3 cloves garlic, finely sliced",3,cloves,garlic,finely sliced
pinch chilli flakes,,pinch,chilli flakes,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
200 g rigatoni,200,g,rigatoni,
"0.5x 150 g ball mozzarella, patted dry and torn into chunks",0.5x,150 g ball,mozzarella,patted dry and torn into chunks
1 yellow onion,1,,yellow onion,
2 cloves garlic,2,cloves,garlic,
4 carrots,4,,carrots,
2 tbsp olive oil,2,tbsp,olive oil,
2 tbsp tomato paste,2,tbsp,tomato paste,
2x 400 g tin diced tomatoes,2x,400 g tin,diced tomatoes,
1x 400 g tin kidney beans,1x,400 g tin,kidney beans,
1x 400 g tin chickpeas,1x,400 g tin,chickpeas,
1 tbsp Italian seasoning,1,tbsp,Italian seasoning,
4 cups vegetable broth,4,cups,vegetable broth,
1 zucchini,1,,zucchini,
1 cup frozen green beans,1,cup,frozen green beans,
1 tbsp lemon juice,1,tbsp,lemon juice,
1 tbsp chopped parsley (optional),1,tbsp,chopped parsley (optional),
2 tbsp sunflower oil,2,tbsp,sunflower oil,
"500 g courgettes, thickly sliced",500,g,courgettes,thickly sliced
0.5 tsp cumin seeds,0.5,tsp,cumin seeds,
"6 cloves garlic, crushed",6,cloves,garlic,crushed
2 tbsp finely chopped ginger,2,tbsp,finely chopped ginger,
"1 red chilli, deseeded and chopped",1,,red chilli,deseeded and chopped
1 tsp ground coriander,1,tsp,ground coriander,
0.25 tsp ground turmeric,0.25,tsp,ground turmeric,
"500 g tomatoes, chopped",500,g,tomatoes,chopped
150 ml hot vegetable stock,150,ml,hot vegetable stock,
"1x 225 g pack raw peeled frozen jumbo prawns, thawed",1x,225 g pack,raw peeled frozen jumbo prawns,thawed
"0.5 small bunch coriander, roughly chopped",0.5,small bunch,coriander,roughly chopped
basmati rice and mango chutney,,,basmati rice and mango chutney,
4 sweet potatoes,4,,sweet potatoes,
"2 tbsp olive oil, plus extra to rub on the potatoes",2,tbsp,olive oil,plus extra to rub on the potatoes
juice 1 lime,,,juice 1 lime,
2 tsp chilli powder,2,tsp,chilli powder,
1 tsp garlic powder,1,tsp,garlic powder,
1 tsp ground cumin,1,tsp,ground cumin,
"500 g lean beef steak, cut into medium-sized strips",500,g,lean beef steak,cut into medium-sized strips
"2 onions, thinly sliced",2,,onions,thinly sliced
"4 peppers, a mixture of orange, yellow and red, thinly sliced",4,,peppers,"a mixture of orange, yellow and red, thinly sliced"
"small handful coriander, chopped",,small handful,coriander,chopped
"2 avocados, halved, stoned and peeled",2,,avocados,"halved, stoned and peeled"
"4 whole roasted red bell peppers, homemade or jarred see note above on how to make at home",4,,whole roasted red bell peppers,homemade or jarred see note above on how to make at home
"1 cup toasted walnuts, finely chopped and divided",1,cup,toasted walnuts,finely chopped and divided
3 cloves garlic,3,cloves,garlic,
"1 tsp crushed red pepper flakes, divided",1,tsp,crushed red pepper flakes,divided
"1 lemon, zest and juice",1,,lemon,zest and juice
kosher salt,,,kosher salt,
"0.5 cup plus 2 tablespoons extra virgin olive oil, divided",0.5,cup,plus 2 tablespoons extra virgin olive oil,divided
"1 lb trottole pasta or medium shells, fusilli, rotini, cavatappi",1,lb,trottole pasta or medium shells,"fusilli, rotini, cavatappi"
1.5 cups fresh breadcrumbs,1.5,cups,fresh breadcrumbs,
"1 lb ripe red heirloom tomatoes, cut into bite-sized pieces",1,lb,ripe red heirloom tomatoes,cut into bite-sized pieces
2 oz finely grated Parmesan cheese,2,oz,finely grated Parmesan cheese,
"1 cup basil leaves, torn if large",1,cup,basil leaves,torn if large
"2 tbsp olive oil, with a knob of butter",2,tbsp,olive oil,with a knob of butter
"1 onion, finely chopped",1,,onion,finely chopped
"3 sprigs rosemary, 1 finely chopped, the other 2 cut in half",3,sprigs,rosemary,"1 finely chopped, the other 2 cut in half"
"1 large thumb sized piece fresh ginger, peeled and finely chopped",1,large thumb sized piece,fresh ginger,peeled and finely chopped
"2 red chillies, deseeded and finely chopped",2,,red chillies,deseeded and finely chopped
1-2 cinnamon sticks,1-2,,cinnamon sticks,
8 chicken thighs,8,,chicken thighs,
175 g ready to eat dried apricots,175,g,ready to eat dried apricots,
2 tbsp clear honey,2,tbsp,clear honey,
1x 400 g can plum tomatoes with their juice,1x,400 g can,plum tomatoes with their juice,
sea salt and freshly ground black pepper,,,sea salt and freshly ground black pepper,
small bunch of fresh green or purple basil leaves,,,small bunch of fresh green or purple basil leaves,
"1 medium butternut squash, peeled deseeded and cut into 2 cm wedges",1,medium,butternut squash,peeled  deseeded and cut into 2 cm wedges
"4 large parsnips, each peeled and cut lengthways into 6",4,large,parsnips,each peeled and cut lengthways into 6
"2 medium red onions, cut into wedges",2,medium,red onions,cut into wedges
"3 tbsp sage, finely chopped",3,tbsp,sage,finely chopped
8 sausages - make sure these are GF if required,8,,sausages - make sure these are GF if required,
4 tbsp olive oil,4,tbsp,olive oil,
4 tbsp clear honey,4,tbsp,clear honey,
4 tbsp wholegrain mustard,4,tbsp,wholegrain mustard,
225 g sweet blackberries,225,g,sweet blackberries,
"3"" piece fresh ginger","3""",piece,fresh ginger,
5 cloves garlic,5,cloves,garlic,
200 ml coconut milk,200,ml,coconut milk,
60 ml hot chilli paste (such as sambal oelek),60,ml,hot chilli paste (such as sambal oelek),
60 ml fresh lime juice,60,ml,fresh lime juice,
2 tbsp light brown sugar,2,tbsp,light brown sugar,
1 tbsp Diamond Crystal or 1¾ tsp. Morton kosher salt,1,tbsp,Diamond Crystal or 1¾ tsp. Morton kosher salt,
"2 tbsp vegetable oil, plus more for grill",2,tbsp,vegetable oil,plus more for grill
1 kg skinless boneless chicken thighs,1,kg,skinless boneless chicken thighs,
0.5 cup cilantro leaves with tender stems,0.5,cup,cilantro leaves with tender stems,
"Lime wedges, for serving",,,Lime wedges,for serving
"450 g sweet potatoes, (about 3 medium)",450,g,sweet potatoes,(about 3 medium)
3 tbsp rapeseed or sunflower oil,3,tbsp,rapeseed or sunflower oil,
"1 onion, finely chopped",1,,onion,finely chopped
"0.5 red pepper, diced",0.5,,red pepper,diced
"2 cloves garlic, crushed",2,cloves,garlic,crushed
1 tbsp smoky chipotle paste,1,tbsp,smoky chipotle paste,
1 tbsp ground flaxseed,1,tbsp,ground flaxseed,
"1x 300 g carton black beans, rinsed and drained",1x,300 g carton ,black beans,rinsed and drained
125 g cooked quinoa,125,g,cooked quinoa,
2 tbsp chopped coriander,2,tbsp,chopped coriander,
zest and juice of 0.5 lime,,,zest and juice of 0.5 lime,
2 tbsp polenta or cornmeal,2,tbsp,polenta or cornmeal,
"150 g vegan mayo, oat fraiche or dairy-free yogurt",150,g,"vegan mayo, oat fraiche or dairy-free yogurt",
1 tsp smoky chipotle paste,1,tsp,smoky chipotle paste,
0.5 tbsp agave or maple syrup,0.5,tbsp,agave or maple syrup,
"4 burger buns, split - use gluten-free if needed",4,,burger buns,split - use gluten-free if needed
slaw,,,slaw,
"1 ripe avocado, sliced",1,,ripe avocado,sliced
a handful of cress or sprouted seeds (optional),,a handful,of cress or sprouted seeds (optional),
oil to fry,,,oil to fry,
1x 250 g pack pancetta lardons,1x,250 g pack,pancetta lardons,
"1 onion, chopped",1,,onion,chopped
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
1 mug basmati rice,1,mug,basmati rice,
2 mugs water,2,mugs,water,
1 chicken stock pot,1,,chicken stock pot,
"4-5 mushrooms, sliced",4-5,,mushrooms,sliced
1 tsp mixed dried herbs,1,tsp,mixed dried herbs,
"250 g cherry tomatoes, halved",250,g,cherry tomatoes,halved
0.5 mug freshly grated Parmesan,0.5,mug,freshly grated Parmesan,
