input,name,quantity,unit,preparation,comment
"2 cups freshly grated Parmesan cheese, dry Jack, or Asiago cheese, or a combination",Parmesan cheese,2,cup,freshly grated,"dry Jack, or Asiago cheese, or a combination"
"2 tablespoons peeled ripe mango, cut into small dice",ripe mango,2,tablespoon,"peeled, cut into small dice",
½ cup tahini,tahini,0.5,cup,,
2½ tablespoons smooth almond butter,almond butter,2.5,tablespoon,,smooth 
1/3 cup chopped water chestnuts,water chestnuts,0.333,cup,chopped ,
2 teaspoons ground ginger,ground ginger,2,teaspoon,,
Small handful fresh thyme,fresh thyme,,small handful,,
1 lb (450g) ground chuck or sirloin,ground chuck or sirloin,1 450,lb g,,()
"1 tablespoon ground oregano, preferably Mexican",ground oregano,1,tablespoon,,preferably Mexican
"1 large red onion, finely sliced",red onion,1,large,finely sliced,
12 oz/2½ cups butternut squash and sweet potato cubes,butternut squash and sweet potato cubes,12 2.5,oz cup,,/
½ oz. (1 Tbsp.) fresh lime juice,fresh lime juice,0.5 1,oz Tbsp,,()
"19-oz (540 mL) can romano beans, drained (or other beans, such as pinto or kidney)",romano beans,19 540,can oz mL,drained ,"(), (or other beans, such as pinto or kidney)"
"1 bunch (about 6 ounces) watercress, stems trimmed",watercress,1 6,bunch ounce,stem trimmed,(about)
1 cup blood orange juice,blood orange juice,1,cup,,
½ cup sauternes (see Notes),sauternes,0.5,cup,,(see Notes)
1½ tablespoons nutritional yeast,nutritional yeast,1.5,tablespoon,,
"A good handful of fresh mint, chopped, plus extra to garnish",fresh mint,,good handful,chopped,"A of, plus extra to garnish"
½ egg white,egg white,0.5,,,
"1 cup plus 2 tablespoons coarsely grated Parmesan cheese, or 1 cup crumbled feta cheese plus 2 tablespoons coarsely grated Parmesan cheese",Parmesan cheese,1,cup,coarsely grated,"plus 2 tablespoon, or 1 cup crumbled feta cheese plus 2 tablespoon coarsely grated Parmesan cheese"
1 teaspoon cinnamon,cinnamon,1,teaspoon,,
"1 or 2 Thai bird chilies, sliced down one side and smashed lightly with the flat edge of a knife, retaining the seeds",Thai bird chilies,1-2,,"sliced down 1 side and smashed lightly with the flat edge of a knife, retaining the seeds",
"1 cup of cooked, shredded, salt cod",cooked salt cod,1,cup,shredded,of
"2 whole cloves, stuck into the onion halves",whole cloves,2,,,stuck into the onion halves
"3 tablespoons extra virgin olive oil, plus extra to drizzle over sandwiches",extra virgin olive oil,3,tablespoon,,plus extra to drizzle over sandwiches
"1 medium red bell pepper, cut into ¼-inch dice (1½ cups)",red bell pepper,1 1.5,medium cup,cut into 0.25-inch dice,()
"2 cups espresso, room temperature",espresso,2,cup,room temperature,
"3 ripe, sweet grapefruits",ripe sweet grapefruits,3,,,
½ recipe Greek Marinade,Greek Marinade,0.5,recipe,,
½ cup plus 2 teaspoons sugar,sugar,0.5,cup,,plus 2 teaspoons 
"½ tsp lightly crushed black peppercorns, plus more to taste",black peppercorns,0.5,tsp,lightly crushed,plus more to taste
"2 onions, cut into rings",onions,2,,cut into rings,
½ cup plus 2 tablespoons sour cream,sour cream,0.5,cup,,plus 2 tablespoons 
"½ ounce (about ½ cup) dried porcini, preferably Chilean",dried porcini,0.5 0.5,ounce cup,,(about) preferably Chilean
"8 ounces (225 g) good-quality dark chocolate (60 to 72% cacao), coarsely chopped",dark chocolate,8 225,ounce g,coarsely chopped,"good-quality (60-72% cacao), ()"
"1 large bulb fennel, trimmed, cored and cut into strips",fennel,1,large bulb,"trimmed, cored and cut into strip",
2/3 cup unsweetened cocoa powder,unsweetened cocoa powder,0.667,cup,,
"1 cup flour, sifted",flour,1,cup,sifted,
4 cups Farm Stand Marinara Sauce or good-quality store-bought marinara sauce,Farm Stand Marinara Sauce,4,cup,,or good-quality store-bought marinara sauce
"3 Thai shallots, thinly sliced",Thai shallots,3,,thinly sliced,
"2 medium celeriac (celery root), peeled",celeriac,2,medium,peeled,(celery root)
1 tablespoon white rice,white rice,1,tablespoon,,
2 tbsp (50 mL) freshly grated Parmesan cheese,Parmesan cheese,2 50,tbsp mL,freshly grated  ,()
1½ cups palm oil or coconut oil,palm oil or coconut oil,1.5,cup,,
"2 pints (8 to 10 ounces/225 to 280 grams) strawberries, hulled and sliced horizontally to yield about 4 cups",strawberries,2 8-10 225-280 4,pint ounce gram cup,hulled and sliced horizontally to yield about,(/)
Four 1-inch-thick bone-in center-cut pork chops,bone-in center-cut pork chops,4,,,1-inch-thick 
3 to 4 tablespoons cornstarch,cornstarch,3-4,tablespoon,,
2 tablespoons all-purpose flour,all-purpose flour,2,tablespoon,,
Cold water to cover,water,,,Cold,to cover
"1 red bell pepper, seeded and finely chopped",red bell pepper,1,,seeded and finely chopped,
1 tablespoon of crème fraiche,crème fraiche,1,tablespoon,,of 
¼ cup (30 grams) ground almonds,ground almonds,0.25 30,cup gram,,()
4 tablespoons all purpose flour,all purpose flour,4,tablespoon,,
3 black cardamom pods,black cardamom pods,3,,,
8 cups milk,milk,8,cup,,
1 tbsp (15 ml) dried oregano,dried oregano,1 15,tbsp ml,,()
2 tbsp chopped fresh parsley,fresh parsley,2,tbsp,chopped,
"Two 15-ounce cans black beans, drained and rinsed (3 cups)",black beans,2 15 3,can ounce cup,drained and rinsed,()
"2 green plantains, peeled (see Notes)",green plantains,2,,peeled ,(see Notes)
½ tsp (2 mL) mustard seeds,mustard seeds,0.5 2,tsp mL,,()
"1 porterhouse steak, 2½ to 3 inches thick, about 3 pounds, at room temperature",porterhouse steak,1 3,pound,at room temperature,"2.5-3 inch thick, about"
1/3 cup chopped fresh Italian (flat-leaf) parsley,fresh Italian (flat-leaf) parsley,0.333,cup,chopped,
"½ cup (1 stick) unsalted butter, cut into chunks, plus more for greasing the molds",unsalted butter,0.5 1,cup stick,cut into chunk,"(), plus more for greasing the molds"
"1 pound cherrystone clams, scrubbed and washed",cherrystone clams,1,pound,scrubbed and washed,
8 ounces penne or other tubular pasta,penne or other tubular pasta,8,ounce,,
"Salt and freshly ground black pepper, to taste",Salt and freshly ground black pepper,,,,to taste
"2 gelatin sheets, soaked in cold water until softened and drained, or 1¼ teaspoons powdered gelatin, softened in 1 tablespoon cold water",gelatin sheets,2,,soaked in cold water until softened and drained,"or 1.25 teaspoon powdered gelatin, softened in 1 tablespoon cold water"
1 tbsp (15 mL) dark sesame oil,dark sesame oil,1 15,tbsp mL,,()
"1 small ripe tomato, cut into wedges",ripe tomato,1,small,cut into wedge,
"3 bundles of green onions, cut into about 3-inch lengths",green onions,3,bundle,cut into about 3-inch length,of
"1 large clove garlic, chopped",garlic,1,large clove,chopped,
12 anchovy fillets,anchovy fillets,12,,,
"1 cup plain soymilk, or Rice Dream beverage",plain soymilk,1,cup,,or Rice Dream beverage
2 tablespoons finely chopped fresh Italian flat leaf parsley,fresh Italian flat leaf parsley,2,tablespoon,finely chopped ,
1 cup warm milk combined with ½ cup hot water,milk,1,cup,"warm, combined with 0.5 cup hot water",
"½ cup, sun dried tomatoes, soaked in warm water for at least 1 hour",sun dried tomatoes,0.5,cup,soaked in warm water for at least 1 hour,
1 cup of white sugar,white sugar,1,cup,,of 
2 cups vegetable broth,vegetable broth,2,cup,,
"4 to 5 garlic cloves, chopped, to taste",garlic,4-5,clove,chopped,to taste
1 tablespoon whole cumin seeds,whole cumin seeds,1,tablespoon,,
¼ cup heavy cream,heavy cream,0.25,cup,,
Scant ½ cup granulated sugar,granulated sugar,0.5,scant cup,,
1 1/3 cups powdered sugar,powdered sugar,1.333,cup,,
3 tablespoons achiote oil (see above),achiote oil,3,tablespoon,,(see above)
4 cups cold water,water,4,cup,cold ,
2 to 3 tablespoons chopped lemon zest,lemon zest,2-3,tablespoon,chopped ,
"1 cup peeled, seeded, and chopped fresh tomatoes or chopped canned tomatoes",fresh tomatoes,1,cup,"peeled, seeded, and chopped ",or chopped canned tomatoes
"1/3 cup (1 ounce/28 grams) unsweetened Dutch-process cocoa powder, sifted if lumpy",unsweetened Dutch-process cocoa powder,0.333 1 28,cup ounce gram,sifted if lumpy,(/)
1/3 cup plus 1 tablespoon (3 fl ounces/90 ml) heavy cream,heavy cream,0.333 3 90,cup fl ounce ml,,plus 1 tablespoons (/)
"5 tablespoons (½ stick plus 1 tablespoon) unsalted butter, divided, plus more for the dish",unsalted butter,5,tablespoon,divided,"(0.5 stick plus 1 tablespoon), plus more for the dish"
"1 medium onion, coarsely chopped",onion,1,medium,coarsely chopped,
¼ teaspoon crushed red pepper,red pepper,0.25,teaspoon,crushed ,
"1 pound sugar snap peas or snow peas, trimmed",sugar snap peas or snow peas,1,pound,trimmed,
"5 ounces (140g), coarsely chopped dark chocolate",dark chocolate,5 140,ounce g,coarsely chopped,()
Salt and fresh-ground black pepper,Salt and fresh-ground black pepper,,,,
"9 cups sliced apples, such as Greening, Cortland, Winesap, or other hard cooking apples (8 to 10 apples)",apples,9 8-10,cup,sliced,"such as Greening, Cortland, Winesap, or other hard cooking apples (apples)"
1 tablespoon fresh orange juice,fresh orange juice,1,tablespoon,,
"1 medium orange bell pepper, cut into ¼-inch dice (1½ cups)",orange bell pepper,1 1.5,medium cup,cut into 0.25-inch dice,()
1 tablespoon whiskey,whiskey,1,tablespoon,,
"2 medium onions, cut into ¼-inch dice",onions,2,medium,cut into 0.25-inch dice,
"1¼ pounds boneless, skinless chicken breasts, cut into 1½-inch cubes","boneless, skinless chicken breasts",1.25,pound,cut into 1.5-inch cube,
2 to 4 tablespoons unsalted or clarified butter (see Notes),unsalted or clarified butter,2-4,tablespoon,,(see Notes)
2 cups soybean or other vegetable oil,soybean or other vegetable oil,2,cup,,
2 sprigs fresh oregano or marjoram,fresh oregano or marjoram,2,sprig,,
2 to 4 tablespoons butter or 2 to 3 tablespoons vegetable oil,butter,2-4,tablespoon,,or 2-3 tablespoon vegetable oil
"8 oz Emmentaler cheese, grated 250 g",Emmentaler cheese,8 250,oz g,grated,
1 tablespoon boiling water,boiling water,1,tablespoon,,
3 tbsp extra-virgin olive oil (45 ml),extra-virgin olive oil,3 45,tbsp ml,,()
¼ cup whole-wheat pastry flour,whole-wheat pastry flour,0.25,cup,,
"3 garlic cloves, peeled and halved",garlic,3,clove,peeled and halved,
¾ cup light corn syrup,light corn syrup,0.75,cup,,
1 tbsp ground cinnamon,ground cinnamon,1,tbsp,,
"10 sorrel leaves, sliced into ribbons, optional",sorrel leaves,10,,sliced into ribbons,optional
1 strip of orange zest,orange zest,1,strip,,of
½ cup natural low-fat vinaigrette,natural low-fat vinaigrette,0.5,cup,,
1/2 cup chopped shallots (3 large),shallots,0.5 3,cup large,chopped ,()
"6 Golden Delicious apples, peeled, cored, and thinly sliced",Golden Delicious apples,6,,"peeled, cored, and thinly sliced",
"Roasted Garlic (recipe follows), cloves peeled",Roasted Garlic,,,cloves peeled,(recipe follows)
½ cup freshly grated Grana Padano cheese,Grana Padano cheese,0.5,cup,freshly grated ,
½ pound unsalted butter at room temperature,unsalted butter,0.5,pound,at room temperature,
2/3 cup buckwheat flour,buckwheat flour,0.667,cup,,
1 tsp ground cardamom seeds,ground cardamom seeds,1,tsp,,
Pinch each of dried thyme and dried marjoram,dried thyme and dried marjoram,,pinch,,each of 
1½ teaspoons instant active dry yeast,instant active dry yeast,1.5,teaspoon,,
2 heaped tablespoons finely chopped cilantro,cilantro,2,heaped tablespoon,finely chopped ,
"8 to 12 baby artichokes, trimmed and quartered (to prepare whole artichokes, see Notes)",baby artichokes,8-12,,trimmed and quartered ,"(to prepare whole artichokes, see Notes)"
"2 tablespoons butter, plus more as needed",butter,2,tablespoon,,plus more as needed
"Leaves from 1 bunch of fresh mint, finely chopped",fresh mint,1,bunch,finely chopped,Leaves from of
1 tablespoon heavy cream,heavy cream,1,tablespoon,,
¼ cups whole milk,whole milk,0.25,cup,,
3 tablespoons very finely chopped trimmed scallion greens,scallion greens,3,tablespoon,very finely chopped trimmed ,
3 tablespoons lemon juice,lemon juice,3,tablespoon,,
"1½ pounds skirt steak (or chuck), cut into ¼-inch cubes",skirt steaks (or chuck),1.5,pound,cut into 0.25-inch cube,
1 baguette,baguette,1,,,
2 cups frozen corn kernels,corn kernels,2,cup,,frozen 
Chopped cilantro leaves for garnish,cilantro leaves,,,Chopped ,for garnish
"¼ pound Maytag Blue cheese, divided into 6 chunks",Maytag Blue cheese,0.25,pound,divided into 6 chunk,
¾ teaspoon table salt,table salt,0.75,teaspoon,,
3½ ounces (98 g) sugar,sugar,3.5 98,ounce g,,()
"8 cloves garlic, unpeeled",garlic,8,clove,unpeeled,
6 extra-large eggs,eggs,6,extra-large ,,
"8 ounces (about 1½ cups) frozen peas, thawed",frozen peas,8 1.5,ounce cup,thawed,(about)
3/4 cup cake flour (see Notes),cake flour,0.75,cup,,(see Notes)
8 ounces orzo (a scant 1 1/3 cups),orzo,8 1.333,ounce scant cup,,(a)
Few sprigs parsley,parsley,few,sprig,,
1 cup (140 g) pepitas (pumpkin seeds),pepitas,1 140,cup g,,() (pumpkin seeds)
"Small avocado, peeled and slivered",avocado,,small,peeled and slivered,
2 tablespoons warm (105° to 110°F) water,water,2,tablespoon,warm ,(105° to 110°F)
"1 Spanish onion, sliced into thin rings",Spanish onion,1,,sliced into thin rings,
"1 pound dried black beans, rinsed well",dried black beans,1,pound,rinsed well,
"1 pound medium-size shrimp, peeled and deveined",medium-size shrimp,1,pound,peeled and deveined,
"1 stick (½ cup) butter, softened",butter,1 0.5,stick cup,softened,()
2 tablespoons coarsely chopped fresh cilantro leaves (optional),fresh cilantro leaves,2,tablespoon,coarsely chopped,(optional)
1 1/2 teaspoons all-purpose flour stirred together with 1 tablespoon water,all-purpose flour,1.5,teaspoon,stirred together with 1 tablespoons water,
"1 small cucumber, peeled, seeded, and chopped, plus extra for serving",cucumber,1,small,"peeled, seeded, and chopped",plus extra for serving
1 cup heavy (whipping) cream,heavy cream,1,cup,,(whipping) 
"2 tablespoons shoyu, or to taste",shoyu,2,tablespoon,,or to taste
¼ teaspoon dried peppercorns,dried peppercorns,0.25,teaspoon,,
"1 small carrot, peeled and grated",carrot,1,small,peeled and grated,
"4 cups beef broth, homemade or canned",beef broth,4,cup,,homemade or canned
¾ cup (105 g) cubed butternut squash,butternut squash,0.75 105,cup g,cubed,()
Scant 1 cup (250 g) dark liquid honey,dark liquid honey,1 250,scant cup g,,()
"4 cups all purpose flour, divided (approx.) 1 L",all purpose flour,4 1,cup L,divided,(approx.)
½ cup warm milk,milk,0.5,cup,warm ,
"1 avocado, peeled, pitted, and cubed",avocado,1,,"peeled, pitted, and cubed",
2/3 cup heavy (whipping) cream,heavy (whipping) cream,0.667,cup,,
"6 tablespoons (¾ stick) organic unsalted butter, softened, cut into pieces",organic unsalted butter,6 0.75,tablespoon stick,"softened, cut into piece",()
All purpose flour for coating,All purpose flour,,,,for coating
8 slices multigrain bread (½-inch/1 cm thick slices),multigrain bread,8,slice,,( 0.5-inch/1 cm thick slices)
2 or 3 small firm eggplants (1 pound total),eggplants,2-3 1,small pound,,firm (total)
½ cup light coconut milk,light coconut milk,0.5,cup,,
1 teaspoon golden mustard seeds,golden mustard seeds,1,teaspoon,,
¼ cup coconut milk,coconut milk,0.25,cup,,
5 sprigs fresh flat-leaf parsley,fresh flat-leaf parsley,5,sprig,,
"1 onion, unpeeled but with any moldy or spoiled skin removed and discarded",onion,1,,unpeeled but with any moldy or spoiled skin removed and discarded,
"1 teaspoon capers, drained but not rinsed",capers,1,teaspoon,drained but not rinsed,
Cream Cheese Icing,Cream Cheese Icing,,,,
Whole milk 2 cups (500 grams),Whole milk,2 500,cup gram,,()
4 cups chicken broth,chicken broth,4,cup,,
1 tbsp (15 mL) minced peeled ginger root,ginger root,1 15,tbsp mL,minced peeled,()
1 tablespoon (15 mL) ground coriander,ground coriander,1 15,tablespoon mL,,()
2 dozen heads of garlic,garlic,2 dozen ,head,,of
"1 ripe tomato, peeled, seeded, and diced (about 1 cup)",ripe tomato,1 1,cup,"peeled, seeded, and diced",(about)
1¼ cups chicken stock,chicken stock,1.25,cup,,
1½ tablespoons tahini,tahini,1.5,tablespoon,,
"¼ cup sesame seeds, toasted in a dry skillet",sesame seeds,0.25,cup,toasted in a dry skillet,
½ teaspoon grated lime zest,lime zest,0.5,teaspoon,grated ,
¼ cup minced fresh Italian flat leaf parsley,fresh Italian flat leaf parsley,0.25,cup,minced ,
"5 medium tomatoes, peeled and diced",tomatoes,5,medium,peeled and diced,
"1 small fennel bulb, cored, ends trimmed, and thinly sliced lengthwise",fennel,1,small bulb,"cored, ends trimmed, and thinly sliced lengthwise",
"2 tbsp butter, at room temperature",butter,2,tbsp,at room temperature,
¼ teaspoon dhuli urad dal (split skinless black gram),dhuli urad dal,0.25,teaspoon,,(split skinless black grams)
¾ cup lemon juice,lemon juice,0.75,cup,,
"2 onions, finely chopped*",onions,2,,finely chopped*,
"Chopped parsley, for garnish",parsley,,,Chopped ,for garnish
"One 16-ounce can hominy, drained and rinsed",hominy,1 16,can ounce,drained and rinsed,
6 tablespoons smooth peanut butter,smooth peanut butter,6,tablespoon,,
"1 orange, peeled, halved crosswise and cut into wedges",orange,1,,"peeled, halved crosswise and cut into wedge",
"Vegetable oil, for coating the bowl",Vegetable oil,,,,for coating the bowl
